customer_id,for_month,mrr,last_yr,last_mrr,sig_exp_90,partner_flag,logins,running_experiment_days,utilization,churn_dollars,churned
A385,2/1/2015,4000,2/1/2014,4000,0,0,0,0,0,0,0
A386,10/1/2013,2000,,0,0,0,0,0,0,,0
A387,12/1/2016,6250,12/1/2015,6250,1,0,768,0,0,0,1
A388,12/1/2016,1943,12/1/2015,399,0,0,208,0,0,0,1
A389,12/1/2016,1807,12/1/2015,19,1,0,0,0,0,0,1
A390,2/1/2014,1000,,0,0,0,0,0,0,,0
A391,12/1/2016,4222,12/1/2015,4222,0,0,0,0,0,0,1
A392,4/1/2015,8000,4/1/2014,8000,0,0,0,121,0,0,0
A393,12/1/2016,1735,12/1/2015,399,1,0,377,0,0,0,1
A394,12/1/2016,4000,12/1/2015,4000,0,0,99,0,0,0,1
A395,11/1/2014,399,11/1/2013,3000,0,0,0,0,0,-2601,0
A396,12/1/2016,4020,12/1/2015,4020,1,0,564,0,0,0,1
A397,7/1/2015,1340,7/1/2014,1633,0,0,3,172,22073,-293,0
A398,5/1/2014,3000,5/1/2013,3000,0,0,0,0,0,0,0
A399,12/1/2016,3000,12/1/2015,0,1,0,66,0,0,,1
A400,12/1/2016,1000,12/1/2015,1000,0,1,0,0,0,0,1
A401,10/1/2014,399,10/1/2013,1000,0,0,0,0,0,-601,0
A402,1/1/2014,10000,,0,0,0,0,0,0,,0
A403,12/1/2016,1200,,0,0,1,110,0,0,,1
A404,11/1/2014,3000,11/1/2013,3000,0,0,0,0,2585,0,0
A405,12/1/2016,399,12/1/2015,399,1,0,36,0,0,0,1
A406,12/1/2016,2117,12/1/2015,399,0,0,108,0,0,0,1
A407,6/1/2013,1000,,0,0,0,0,0,0,,0
A408,12/1/2016,4306,12/1/2015,5208,1,0,96,0,0,-902,1
A409,1/1/2015,1000,1/1/2014,1000,0,0,0,0,0,0,0
A410,2/1/2015,399,2/1/2014,1266,0,0,0,0,0,-867,0
A411,4/1/2016,3600,4/1/2015,3600,0,0,6,79,917,0,0
A412,12/1/2016,1407,12/1/2015,287,1,1,345,0,0,0,1
A413,12/1/2016,4000,12/1/2015,7000,1,0,112,0,0,-3000,1
A414,9/1/2013,3000,,0,0,0,0,0,0,,0
A415,12/1/2016,10000,12/1/2015,7000,1,0,154,0,0,0,1
A416,2/1/2015,1250,2/1/2014,19,0,0,0,0,0,0,0
A417,12/1/2013,1000,,0,0,0,0,0,0,,0
A418,5/1/2014,4000,5/1/2013,4000,0,0,0,0,0,0,0
A419,10/1/2016,4950,10/1/2015,359,0,0,0,18,6,0,0
A420,12/1/2016,5222,12/1/2015,5222,1,1,154,0,0,0,1
A421,12/1/2016,1500,12/1/2015,1500,0,0,0,0,0,0,1
A422,12/1/2016,1800,12/1/2015,1800,1,0,38,0,0,0,1
A423,4/1/2014,1000,,0,0,0,0,0,0,,0
A424,12/1/2016,10160,12/1/2015,4100,1,1,364,0,0,0,1
A425,5/1/2016,2824,5/1/2015,2824,0,0,0,278,188,0,0
A426,12/1/2016,10000,12/1/2015,10000,0,1,72,0,0,0,1
A427,5/1/2013,3000,,0,0,0,0,0,0,,0
A428,10/1/2013,10800,,0,0,0,0,0,0,,0
A429,5/1/2013,3000,,0,0,0,0,0,0,,0
A430,12/1/2016,3000,12/1/2015,0,1,1,45,0,0,,1
A431,8/1/2016,10075,8/1/2015,399,0,0,36,702,201451,0,0
A432,11/1/2016,3000,11/1/2015,3000,1,0,80,131,907,0,1
A433,2/1/2016,3115,2/1/2015,3649,0,0,69,54,102293,-534,0
A434,4/1/2015,1500,4/1/2014,1500,0,0,0,8,0,0,0
A435,11/1/2015,1611,11/1/2014,1876,0,0,0,360,390513,-265,0
A436,12/1/2016,1334,12/1/2015,79,1,1,306,0,0,0,1
A437,6/1/2016,3000,6/1/2015,3000,0,0,0,2,2,0,0
A438,12/1/2016,3000,12/1/2015,3000,0,0,120,0,0,0,1
A439,12/1/2016,11640,12/1/2015,2505,1,0,684,0,0,0,1
A440,2/1/2014,1500,,0,0,0,0,0,0,,0
A441,8/1/2016,11900,8/1/2015,11900,1,0,0,645,24161,0,0
A442,4/1/2016,2845,4/1/2015,0,1,0,0,0,0,,0
A443,12/1/2016,1545,12/1/2015,0,1,1,744,0,0,,1
A444,12/1/2016,1110,12/1/2015,71,0,0,108,0,0,0,1
A445,12/1/2016,2500,12/1/2015,5774,0,0,19,0,0,-3274,1
A446,3/1/2014,4638,,0,0,0,0,0,0,,0
A447,12/1/2016,3000,12/1/2015,3000,0,0,180,0,0,0,1
A448,12/1/2016,5291,12/1/2015,5291,1,1,1769,0,0,0,1
A449,12/1/2016,4027,12/1/2015,4145,1,1,420,0,0,-118,1
A450,12/1/2016,2000,12/1/2015,2000,1,1,195,0,0,0,1
A451,4/1/2014,2758,,0,0,0,0,0,0,,0
A452,12/1/2016,4328,12/1/2015,0,1,1,120,0,0,,1
A453,8/1/2016,2000,8/1/2015,3417,1,0,11,210,1955,-1417,0
A454,5/1/2013,4000,,0,0,0,0,0,0,,0
A455,12/1/2016,10500,12/1/2015,7500,1,0,260,0,0,0,1
A456,1/1/2015,1500,1/1/2014,15750,0,1,55,0,709428,-14250,0
A457,4/1/2016,120,4/1/2015,399,1,0,6,6,0,-279,0
A458,12/1/2016,1300,12/1/2015,1300,0,0,0,0,0,0,1
A459,12/1/2016,10749,12/1/2015,2882,1,1,364,0,0,0,1
A460,7/1/2013,15000,,0,0,0,0,0,0,,0
A461,12/1/2016,2532,12/1/2015,2746,0,1,0,0,0,-214,1
A462,12/1/2016,6700,12/1/2015,6700,1,0,38,0,0,0,1
A463,12/1/2015,3334,12/1/2014,3334,0,0,0,104,276161,0,0
A464,12/1/2016,2000,12/1/2015,2000,1,0,156,0,0,0,1
A465,12/1/2016,4000,12/1/2015,4000,0,0,108,0,0,0,1
A466,3/1/2015,5000,3/1/2014,4868,0,0,52,522,508348,0,0
A467,4/1/2016,3407,4/1/2015,3221,0,0,36,225,18259,0,0
A468,12/1/2016,1500,12/1/2015,1500,1,0,48,0,0,0,1
A469,12/1/2016,399,12/1/2015,399,0,0,36,0,0,0,1
A470,4/1/2014,3334,,0,0,0,0,0,0,,0
A471,7/1/2014,3000,7/1/2013,3000,0,0,0,0,0,0,0
A472,12/1/2016,5416,12/1/2015,5416,1,0,180,0,0,0,1
A473,12/1/2014,6000,12/1/2013,6000,0,0,0,0,0,0,0
A474,12/1/2016,2983,12/1/2015,3516,1,0,612,0,0,-533,1
A475,12/1/2016,1500,12/1/2015,1500,0,0,0,0,0,0,1
A476,12/1/2016,3645,12/1/2015,3500,1,0,72,0,0,0,1
A477,12/1/2016,5150,12/1/2015,5150,0,0,507,0,0,0,1
A478,12/1/2016,399,12/1/2015,100,0,0,24,0,0,0,1
A479,12/1/2016,79,12/1/2015,79,0,0,48,0,0,0,1
A480,8/1/2016,4062,8/1/2015,4062,0,0,0,10,8,0,0
A481,12/1/2016,5400,12/1/2015,5400,0,1,42,0,0,0,1
A482,1/1/2014,18108,,0,0,0,0,0,0,,0
A483,5/1/2016,399,5/1/2015,399,0,0,10,50,200000,0,0
A484,3/1/2015,2000,3/1/2014,0,0,0,0,0,0,,0
A485,12/1/2016,2778,12/1/2015,2862,1,0,1248,0,0,-84,1
A486,12/1/2016,2100,12/1/2015,2100,1,0,2704,0,0,0,1
A487,10/1/2016,1800,10/1/2015,2265,1,1,63,607,387655,-465,0
A488,12/1/2016,1750,12/1/2015,0,1,1,3706,0,0,,1
A489,9/1/2013,20000,,0,0,0,0,0,0,,0
A490,7/1/2014,4000,7/1/2013,4000,0,0,0,0,0,0,0
A491,9/1/2013,399,,0,0,0,0,0,0,,0
A492,7/1/2015,4000,7/1/2014,4007,0,0,8,35,0,-7,0
A493,12/1/2016,1000,12/1/2015,79,1,1,216,0,0,0,1
A494,12/1/2016,13000,12/1/2015,17250,0,0,110,0,0,-4250,1
A495,11/1/2013,4850,,0,0,0,0,0,0,,0
A496,12/1/2016,4100,12/1/2015,1600,1,0,484,0,0,0,1
A497,12/1/2016,1600,12/1/2015,1600,0,0,0,0,0,0,1
A498,12/1/2013,3000,,0,0,0,0,0,0,,0
A499,12/1/2016,1700,12/1/2015,1700,1,0,12,0,0,0,1
A500,3/1/2015,1500,3/1/2014,1500,0,0,0,0,0,0,0
A501,12/1/2016,3533,12/1/2015,3533,1,0,550,0,0,0,1
A502,12/1/2016,1885,12/1/2015,0,1,0,168,0,0,,1
A503,8/1/2014,2400,8/1/2013,2400,0,0,0,0,0,0,0
A504,8/1/2016,1705,8/1/2015,1648,1,0,80,302,34931,0,0
A505,10/1/2016,2500,10/1/2015,2500,0,0,60,31,109,0,0
A506,12/1/2016,3161,12/1/2015,3168,1,0,33,0,0,-7,1
A507,12/1/2016,3631,12/1/2015,7746,1,0,1120,0,0,-4115,1
A508,12/1/2016,4000,12/1/2015,4000,1,0,24,0,0,0,1
A509,12/1/2016,6000,12/1/2015,6000,1,0,384,0,0,0,1
A510,7/1/2014,4090,7/1/2013,3903,0,0,0,0,0,0,0
A511,12/1/2016,2000,12/1/2015,1000,1,0,480,0,0,0,1
A512,12/1/2016,4000,12/1/2015,4000,1,0,475,0,0,0,1
A513,8/1/2016,3000,8/1/2015,3000,1,0,0,29,7,0,0
A514,3/1/2016,1000,,0,0,0,0,0,0,,0
A515,12/1/2016,3526,12/1/2015,3401,1,0,45,0,0,0,1
A516,12/1/2013,2500,,0,0,0,0,0,126917,,0
A517,12/1/2016,2500,12/1/2015,2500,1,0,324,0,0,0,1
A518,12/1/2016,3558,12/1/2015,3656,1,0,336,0,0,-98,1
A519,9/1/2014,1000,9/1/2013,1009,0,0,0,0,0,-9,0
A520,12/1/2016,1567,12/1/2015,79,1,0,140,0,0,0,1
A521,12/1/2014,4000,12/1/2013,4000,0,0,0,0,0,0,0
A522,9/1/2013,4000,,0,0,0,0,0,0,,0
A523,12/1/2013,18000,,0,0,0,0,0,0,,0
A524,9/1/2016,3500,9/1/2015,3500,1,0,0,128,0,0,0
A525,12/1/2016,12454,12/1/2015,80,1,1,266,0,0,0,1
A526,12/1/2016,2000,12/1/2015,2000,1,1,84,0,0,0,1
A527,12/1/2016,5973,12/1/2015,7202,1,0,56,0,0,-1229,1
A528,8/1/2014,1000,8/1/2013,1000,0,0,0,0,0,0,0
A529,12/1/2016,4000,12/1/2015,4000,1,0,11,0,0,0,1
A530,10/1/2015,4000,10/1/2014,4000,0,0,0,5,4,0,0
A531,12/1/2016,3140,12/1/2015,3292,1,0,100,0,0,-152,1
A532,12/1/2016,1500,12/1/2015,399,1,0,156,0,0,0,1
A533,12/1/2016,5000,12/1/2015,5000,1,1,264,0,0,0,1
A534,12/1/2016,6000,12/1/2015,359,1,1,1332,0,0,0,1
A535,8/1/2013,3000,,0,0,0,0,0,0,,0
A536,5/1/2016,1906,5/1/2015,2315,0,0,0,8,0,-409,0
A537,12/1/2016,1600,12/1/2015,1600,1,0,0,0,0,0,1
A538,9/1/2013,2700,,0,0,0,0,0,0,,0
A539,11/1/2014,1500,11/1/2013,2000,0,0,0,0,0,-500,0
A540,8/1/2014,318,8/1/2013,1157,0,0,0,0,0,-839,0
A541,10/1/2016,4000,10/1/2015,4000,1,0,24,108,4296,0,0
A542,12/1/2013,4165,,0,0,0,0,0,0,,0
A543,1/1/2015,3250,1/1/2014,3250,0,0,0,0,0,0,0
A544,10/1/2013,1167,,0,0,0,0,0,0,,0
A545,7/1/2014,4000,,0,0,0,0,0,0,,0
A546,12/1/2016,3140,12/1/2015,3773,1,0,561,0,0,-633,1
A547,12/1/2016,4588,12/1/2015,4795,1,0,1728,0,0,-207,1
A548,5/1/2016,2250,,0,0,1,0,0,0,,0
A549,2/1/2015,399,2/1/2014,399,0,0,0,0,3,0,0
A550,12/1/2016,1500,12/1/2015,399,1,1,208,0,0,0,1
A551,10/1/2013,3000,,0,0,0,0,0,0,,0
A552,3/1/2016,2824,3/1/2015,2824,1,1,2,36,24921,0,0
A553,9/1/2013,15932,,0,0,0,0,0,0,,0
A554,12/1/2016,2460,12/1/2015,2460,0,0,0,0,0,0,1
A555,12/1/2016,6050,12/1/2015,7365,0,0,465,0,0,-1315,1
A556,6/1/2014,399,,0,0,0,0,0,0,,0
A557,12/1/2014,1000,12/1/2013,1000,0,0,0,0,0,0,0
A558,12/1/2016,14750,12/1/2015,14750,1,0,247,0,0,0,1
A559,12/1/2016,1641,12/1/2015,359,1,0,40,0,0,0,1
A560,12/1/2016,2950,12/1/2015,2950,1,1,832,0,0,0,1
A561,5/1/2016,2000,5/1/2015,79,0,0,6,19,250000,0,0
A562,12/1/2016,2250,12/1/2015,3000,0,0,84,0,0,-750,1
A563,12/1/2016,1200,12/1/2015,399,1,0,273,0,0,0,1
A564,12/1/2016,10000,12/1/2015,4000,1,0,2132,0,0,0,1
A565,12/1/2016,6000,12/1/2015,5000,1,0,55,0,0,0,1
A566,12/1/2013,3000,,0,0,0,0,0,7,,0
A567,10/1/2013,4000,,0,0,0,0,0,2523347,,0
A568,12/1/2016,3041,12/1/2015,1417,1,0,288,0,0,0,1
A569,12/1/2016,4500,12/1/2015,4500,1,0,14,0,0,0,1
A570,12/1/2016,3500,12/1/2015,3500,1,0,55,0,0,0,1
A571,12/1/2016,399,12/1/2015,399,1,0,120,0,0,0,1
A572,12/1/2016,1000,12/1/2015,1000,0,0,96,0,0,0,1
A573,12/1/2016,3320,12/1/2015,2175,1,0,272,0,0,0,1
A574,12/1/2016,1500,12/1/2015,1500,1,0,24,0,0,0,1
A575,12/1/2016,1000,12/1/2015,399,0,0,0,0,0,0,1
A576,12/1/2016,1910,12/1/2015,1907,1,0,128,0,0,0,1
A577,12/1/2016,3255,12/1/2015,3952,1,1,588,0,0,-697,1
A578,8/1/2014,3000,8/1/2013,17,0,0,0,0,0,0,0
A579,6/1/2016,1500,6/1/2015,71,0,0,234,147,12910,0,0
A580,5/1/2015,2000,5/1/2014,2000,0,0,0,127,26382,0,0
A581,12/1/2014,5000,,0,0,0,0,0,30771,,0
A582,12/1/2016,4000,12/1/2015,4000,1,0,104,0,0,0,1
A583,12/1/2016,2298,12/1/2015,79,1,1,651,0,0,0,1
A584,6/1/2016,1569,6/1/2015,1649,1,1,40,332,141785,-80,0
A585,12/1/2016,7445,12/1/2015,6405,1,0,667,0,0,0,1
A586,1/1/2016,1500,1/1/2015,0,1,0,0,212,7862,,0
A587,9/1/2016,1301,9/1/2015,1535,0,0,0,19,15,-234,0
A588,1/1/2014,1000,,0,0,0,0,0,0,,0
A589,8/1/2014,3000,8/1/2013,4000,0,0,0,0,0,-1000,0
A590,11/1/2013,7000,,0,0,0,0,0,0,,0
A591,8/1/2016,4000,8/1/2015,4000,0,0,0,255,7767,0,0
A592,9/1/2015,829,9/1/2014,800,0,0,235,960,61856,0,0
A593,12/1/2016,6899,12/1/2015,6899,1,0,3920,0,0,0,1
A594,12/1/2016,1500,12/1/2015,1500,1,1,0,0,0,0,1
A595,12/1/2016,2500,12/1/2015,0,1,0,132,0,0,,1
A596,12/1/2013,0,,0,0,0,0,0,0,,0
A597,1/1/2014,3750,,0,0,0,0,0,0,,0
A598,12/1/2015,10702,12/1/2014,10302,1,1,48,521,727502,0,0
A599,9/1/2014,2333,,0,0,0,0,0,0,,0
A600,12/1/2016,3000,12/1/2015,3000,1,0,230,0,0,0,1
A601,12/1/2016,1658,12/1/2015,1658,0,0,96,0,0,0,1
A602,12/1/2016,31128,12/1/2015,10000,1,1,1053,0,0,0,1
A603,12/1/2016,2475,12/1/2015,399,1,1,270,0,0,0,1
A604,9/1/2013,8000,,0,0,0,0,0,0,,0
A605,12/1/2016,2850,12/1/2015,2850,1,1,108,0,0,0,1
A606,12/1/2016,1500,12/1/2015,1500,1,0,0,0,0,0,1
A607,12/1/2016,6008,12/1/2015,5722,1,0,1500,0,0,0,1
A608,12/1/2016,3347,12/1/2015,0,0,0,372,0,0,,1
A609,12/1/2016,4071,12/1/2015,359,0,0,31,0,0,0,1
A610,1/1/2015,79,1/1/2014,5416,0,0,0,0,250,-5337,0
A611,12/1/2014,1200,12/1/2013,1200,0,0,0,0,184029,0,0
A612,12/1/2013,4000,,0,0,0,0,0,140,,0
A613,12/1/2016,3500,12/1/2015,3500,1,0,544,0,0,0,1
A614,2/1/2014,4046,,0,0,0,0,0,0,,0
A615,3/1/2016,1,3/1/2015,19,0,0,2,0,0,-18,0
A616,12/1/2016,3850,12/1/2015,3850,0,1,44,0,0,0,1
A617,12/1/2016,3000,12/1/2015,3000,0,0,55,0,0,0,1
A618,12/1/2016,1000,12/1/2015,1000,0,1,84,0,0,0,1
A619,1/1/2015,1500,1/1/2014,15750,0,1,44,0,2633265,-14250,0
A620,12/1/2013,2394,,0,0,0,0,0,0,,0
A621,10/1/2014,1500,10/1/2013,399,0,0,0,0,0,0,0
A622,7/1/2015,134,7/1/2014,0,0,0,0,0,0,,0
A623,2/1/2016,3300,2/1/2015,3300,1,0,0,0,0,0,0
A624,12/1/2016,3120,12/1/2015,3120,1,0,156,0,0,0,1
A625,12/1/2016,10000,12/1/2015,10000,1,0,22,0,0,0,1
A626,11/1/2016,6231,11/1/2015,6231,0,0,48,14,0,0,1
A627,2/1/2014,10200,,0,0,0,0,0,0,,0
A628,12/1/2016,1494,12/1/2015,0,1,1,352,0,0,,1
A629,12/1/2016,4500,12/1/2015,4500,0,1,539,0,0,0,1
A630,12/1/2016,3333,12/1/2015,3333,0,0,312,0,0,0,1
A631,11/1/2014,4165,11/1/2013,4165,0,1,0,0,0,0,0
A632,12/1/2016,3520,12/1/2015,79,0,0,864,0,0,0,1
A633,12/1/2016,7639,12/1/2015,0,1,0,234,0,0,,1
A634,12/1/2016,16650,12/1/2015,16650,1,0,480,0,0,0,1
A635,8/1/2015,1500,8/1/2014,1500,0,0,0,0,0,0,0
A636,12/1/2014,4500,,0,0,0,0,0,0,,0
A637,7/1/2015,1600,7/1/2014,1600,0,0,254,1116,371231,0,0
A638,12/1/2016,2000,12/1/2015,2000,1,0,333,0,0,0,1
A639,12/1/2016,2084,12/1/2015,2084,1,0,253,0,0,0,1
A640,12/1/2014,4000,12/1/2013,4000,0,0,0,0,0,0,0
A641,12/1/2016,10175,12/1/2015,10175,1,0,312,0,0,0,1
A642,9/1/2014,4508,,0,0,0,0,0,0,,0
A643,12/1/2016,328,12/1/2015,327,0,0,0,0,0,0,1
A644,12/1/2016,4500,12/1/2015,4500,1,0,275,0,0,0,1
A645,1/1/2016,5504,1/1/2015,6262,1,1,18,1346,453268,-758,0
A646,10/1/2014,3000,,0,0,0,0,0,0,,0
A647,11/1/2015,3000,11/1/2014,3000,0,0,0,11,3,0,0
A648,2/1/2016,1110,2/1/2015,1369,0,0,0,1,1,-259,0
A649,12/1/2016,2832,12/1/2015,2853,1,0,504,0,0,-21,1
A650,10/1/2014,4650,10/1/2013,4650,0,0,0,0,0,0,0
A651,12/1/2016,1860,12/1/2015,2034,1,0,1224,0,0,-174,1
A652,12/1/2016,6802,12/1/2015,8689,1,1,1584,0,0,-1887,1
A653,12/1/2016,1000,12/1/2015,1000,1,0,125,0,0,0,1
A654,12/1/2016,4650,12/1/2015,4650,1,0,231,0,0,0,1
A655,12/1/2016,1592,12/1/2015,1589,1,0,0,0,0,0,1
A656,1/1/2015,3229,1/1/2014,3229,0,0,55,0,0,0,0
A657,12/1/2015,1500,12/1/2014,1500,1,0,0,343,64733,0,0
A658,12/1/2013,15750,,0,0,0,0,0,0,,0
A659,12/1/2015,3785,12/1/2014,422,1,1,0,431,146476,0,0
A660,4/1/2016,1300,4/1/2015,1300,0,0,0,0,0,0,0
A661,12/1/2016,1250,12/1/2015,2079,1,0,120,0,0,-829,1
A662,12/1/2016,1000,12/1/2015,1000,1,1,39,0,0,0,1
A663,5/1/2015,8230,,0,0,0,36,514,123292,,0
A664,12/1/2016,3000,12/1/2015,3000,1,0,72,0,0,0,1
A665,12/1/2016,11000,12/1/2015,6000,1,1,5124,0,0,0,1
A666,12/1/2016,1385,12/1/2015,399,1,0,288,0,0,0,1
A667,12/1/2016,4725,12/1/2015,3525,1,0,36,0,0,0,1
A668,2/1/2016,6000,2/1/2015,6000,0,0,0,0,0,0,0
A669,12/1/2014,1000,12/1/2013,1000,0,0,0,0,47,0,0
A670,12/1/2016,1700,12/1/2015,1700,1,0,22,0,0,0,1
A671,3/1/2015,3000,3/1/2014,3000,0,0,0,17,20,0,0
A672,2/1/2016,4125,2/1/2015,4416,1,0,70,239,64405,-291,0
A673,4/1/2016,3051,4/1/2015,399,1,1,0,189,6235,0,0
A674,12/1/2016,3975,12/1/2015,4000,0,1,132,0,0,-25,1
A675,12/1/2016,9150,12/1/2015,9143,1,0,288,0,0,0,1
A676,3/1/2016,3285,3/1/2015,3285,0,0,30,136,541,0,0
A677,12/1/2016,3701,12/1/2015,3788,1,1,516,0,0,-87,1
A678,12/1/2016,1050,12/1/2015,1050,1,0,231,0,0,0,1
A679,12/1/2016,3000,12/1/2015,3000,1,0,84,0,0,0,1
A680,8/1/2014,399,,0,0,0,0,0,0,,0
A681,12/1/2016,4850,12/1/2015,4000,0,0,130,0,0,0,1
A682,5/1/2015,2700,,0,0,0,0,143,60340,,0
A683,10/1/2014,3500,10/1/2013,3500,0,0,0,0,0,0,0
A684,12/1/2016,2000,12/1/2015,2000,1,0,180,0,0,0,1
A685,12/1/2016,14111,12/1/2015,14111,0,1,14,0,0,0,1
A686,11/1/2014,3800,,0,0,0,0,0,0,,0
A687,1/1/2015,2542,1/1/2014,192,0,0,0,0,0,0,0
A688,8/1/2016,2710,8/1/2015,3000,1,0,7,79,523475,-290,0
A689,12/1/2016,2500,12/1/2015,2500,1,0,0,0,0,0,1
A690,11/1/2014,1901,11/1/2013,2034,0,0,0,0,0,-133,0
A691,12/1/2016,1800,12/1/2015,1800,1,0,99,0,0,0,1
A692,4/1/2016,5000,4/1/2015,4500,0,0,35,31,396588,0,0
A693,2/1/2014,3000,,0,0,0,0,0,0,,0
A694,12/1/2016,2165,12/1/2015,1948,1,0,72,0,0,0,1
A695,10/1/2016,315,10/1/2015,331,0,0,0,0,0,-16,0
A696,12/1/2016,1250,12/1/2015,399,1,0,176,0,0,0,1
A697,5/1/2015,8168,,0,0,0,0,63,1654,,0
A698,12/1/2016,6000,12/1/2015,0,0,0,96,0,0,,1
A699,12/1/2016,24000,12/1/2015,30000,0,0,44,0,0,-6000,1
A700,12/1/2016,1782,12/1/2015,409,0,1,455,0,0,0,1
A701,1/1/2014,3000,,0,0,0,0,0,0,,0
A702,12/1/2016,2858,12/1/2015,2858,1,0,481,0,0,0,1
A703,12/1/2016,4410,12/1/2015,4200,1,1,525,0,0,0,1
A704,12/1/2016,6050,12/1/2015,6050,0,0,336,0,0,0,1
A705,1/1/2016,10,1/1/2015,3000,0,0,0,18,0,-2990,0
A706,7/1/2016,3336,,0,1,0,60,536,21724,,0
A707,12/1/2016,1275,12/1/2015,1315,1,0,240,0,0,-40,1
A708,12/1/2016,1000,12/1/2015,79,1,0,252,0,0,0,1
A709,8/1/2016,2226,8/1/2015,4800,0,0,0,11,3,-2574,0
A710,3/1/2014,5000,,0,0,0,0,0,0,,0
A711,12/1/2016,4165,12/1/2015,4165,1,1,132,0,0,0,1
A712,12/1/2016,2001,12/1/2015,2381,0,1,176,0,0,-380,1
A713,1/1/2014,1500,,0,0,0,0,0,0,,0
A714,5/1/2014,3345,,0,0,0,0,0,0,,0
A715,12/1/2016,5240,12/1/2015,4000,0,0,120,0,0,0,1
A716,12/1/2016,1082,12/1/2015,399,1,0,96,0,0,0,1
A717,12/1/2016,1000,12/1/2015,1000,0,0,264,0,0,0,1
A718,12/1/2016,5000,12/1/2015,5000,1,0,96,0,0,0,1
A719,8/1/2014,2000,,0,0,0,0,0,0,,0
A720,10/1/2015,3000,10/1/2014,3000,0,1,0,0,0,0,0
A721,12/1/2013,6500,,0,0,0,0,0,0,,0
A722,12/1/2016,3662,12/1/2015,356,1,0,948,0,0,0,1
A723,10/1/2015,79,10/1/2014,79,0,0,0,62,514,0,0
A724,12/1/2016,4150,12/1/2015,5051,1,0,1012,0,0,-901,1
A725,12/1/2016,4667,12/1/2015,4667,1,1,216,0,0,0,1
A726,12/1/2016,1332,12/1/2015,1331,0,0,24,0,0,0,1
A727,11/1/2016,2660,11/1/2015,2658,1,1,162,427,26937,0,1
A728,12/1/2016,3425,12/1/2015,3425,1,0,1120,0,0,0,1
A729,12/1/2016,2800,12/1/2015,2800,0,0,385,0,0,0,1
A730,12/1/2016,11000,12/1/2015,11000,1,0,48,0,0,0,1
A731,12/1/2016,8300,12/1/2015,8300,1,0,768,0,0,0,1
A732,12/1/2016,19585,12/1/2015,15200,1,1,708,0,0,0,1
A733,12/1/2016,1500,12/1/2015,1500,0,0,0,0,0,0,1
A734,12/1/2016,2000,12/1/2015,0,0,0,0,0,0,,1
A735,12/1/2016,21500,12/1/2015,17500,1,1,874,0,0,0,1
A736,12/1/2016,16667,12/1/2015,16667,1,0,154,0,0,0,1
A737,12/1/2016,4000,12/1/2015,4000,1,0,264,0,0,0,1
A738,12/1/2016,1500,12/1/2015,0,1,1,18,0,0,,1
A739,12/1/2016,3000,12/1/2015,3000,0,0,11,0,0,0,1
A740,12/1/2016,4000,12/1/2015,4000,1,0,5340,0,0,0,1
A741,6/1/2016,1000,6/1/2015,1000,0,0,84,115,117359,0,0
A742,12/1/2016,4000,12/1/2015,4000,0,0,475,0,0,0,1
A743,12/1/2015,1200,12/1/2014,1200,0,0,0,0,0,0,0
A744,7/1/2014,2417,,0,0,0,0,0,0,,0
A745,12/1/2016,3609,12/1/2015,4414,1,0,384,0,0,-805,1
A746,9/1/2016,1500,9/1/2015,1500,0,0,14,207,5427,0,0
A747,11/1/2016,5000,11/1/2015,3000,1,0,110,765,444563,0,1
A748,12/1/2016,1808,12/1/2015,79,1,1,574,0,0,0,1
A749,12/1/2016,3240,12/1/2015,2274,1,1,190,0,0,0,1
A750,6/1/2016,2000,6/1/2015,0,0,0,15,38,52590,,0
A751,12/1/2016,2824,12/1/2015,2824,1,1,216,0,0,0,1
A752,2/1/2015,1500,2/1/2014,1500,0,0,0,0,0,0,0
A753,12/1/2014,1200,,0,0,0,0,0,0,,0
A754,12/1/2016,4500,12/1/2015,4500,0,0,0,0,0,0,1
A755,12/1/2016,1950,12/1/2015,1950,0,0,0,0,0,0,1
A756,12/1/2016,2500,12/1/2015,2500,0,0,0,0,0,0,1
A757,12/1/2016,2824,12/1/2015,2824,1,0,44,0,0,0,1
A758,6/1/2016,0,6/1/2015,2577,0,0,0,0,0,-2577,0
A759,1/1/2015,359,1/1/2014,359,0,0,0,0,0,0,0
A760,4/1/2016,0,4/1/2015,3320,0,0,0,2,0,-3320,0
A761,12/1/2016,5092,12/1/2015,353,1,1,77,0,0,0,1
A762,11/1/2014,8000,,0,0,0,0,0,0,,0
A763,12/1/2016,2500,12/1/2015,2500,1,0,100,0,0,0,1
A764,12/1/2016,2497,12/1/2015,2969,1,0,10,0,0,-472,1
A765,12/1/2016,3000,12/1/2015,3000,1,0,11,0,0,0,1
A766,5/1/2014,2500,,0,0,0,0,0,0,,0
A767,1/1/2016,1500,1/1/2015,1500,0,0,0,18,8,0,0
A768,11/1/2016,1834,11/1/2015,1837,0,0,9,335,526681,-3,1
A769,12/1/2016,2650,12/1/2015,2650,1,1,65,0,0,0,1
A770,12/1/2016,6000,12/1/2015,5000,1,0,286,0,0,0,1
A771,12/1/2016,2500,12/1/2015,2500,1,0,24,0,0,0,1
A772,12/1/2016,3833,12/1/2015,3833,1,0,24,0,0,0,1
A773,3/1/2015,3750,3/1/2014,3750,0,0,0,0,0,0,0
A774,6/1/2015,3425,6/1/2014,3425,0,0,0,20,20,0,0
