user_id,referrer_type,days_since_purch
9084908,browse_search,69
1825826,flash_sale,63
4932198,browse_search,74
8163546,obsessions,99
9250592,obsessions,35
1772454,obsessions,46
6142036,Misc,83
6553562,obsessions,71
9200756,obsessions,13
8886896,Misc,29
9086352,saved_search,72
8453642,browse_search,4
8495552,ymal,45
9313012,search,25
7481332,feeds,56
9256262,search,37
9161146,obsessions,35
7779406,obsessions,40
979810,flash_sale,49
6443208,obsessions,95
8246140,obsessions,44
8547986,obsessions,85
7749722,search,79
5440636,ymal,70
5544560,saved_search,29
596322,flash_sale,78
8286652,obsessions,52
9066882,ymal,76
8948394,search,53
1307208,obsessions,69
2488592,Misc,13
6596140,flash_sale,75
4015900,obsessions,52
7755106,search,51
1946014,obsessions,10
3808448,flash_sale,15
3947702,obsessions,40
8978260,obsessions,90
647832,obsessions,73
2960532,obsessions,4
6837386,obsessions,78
7777206,search,37
6789168,Misc,101
7218712,obsessions,90
2889554,search,85
7885182,search,49
7343164,saved_search,18
8837394,obsessions,67
9108186,Misc,46
1402434,flash_sale,41
9105572,search,67
676022,obsessions,76
7935652,saved_search,23
9341280,obsessions,8
7492824,search,73
9305342,search,23
5756088,obsessions,101
8483060,search,74
1752418,search,58
2603614,obsessions,54
1321532,flash_sale,70
8761294,obsessions,74
4505192,search,46
4427594,saved_search,8
8833958,obsessions,42
8270834,saved_search,12
9018648,search,86
6437144,search,28
7741686,obsessions,51
9035442,search,84
7383746,obsessions,67
8385788,obsessions,57
6742138,saved_search,15
6645418,obsessions,15
6820122,search,84
3427756,obsessions,92
8263058,search,97
6551734,carousel,39
7952896,obsessions,26
189430,saved_search,3
5834646,search,27
8814664,search,95
5301324,search,9
2915790,flash_sale,75
7624494,saved_search,17
9358214,search,13
8832502,search,46
6594430,saved_search,50
8674534,search,98
2593114,obsessions,52
6421774,ymal,49
1591994,shop_browse_categories,13
457626,search,18
8308030,flash_sale,52
9149046,flash_sale,57
1295114,obsessions,70
8711358,obsessions,99
6175934,obsessions,76
4304502,feeds,29
6804038,obsessions,92
7803656,flash_sale,26
2816902,saved_search,23
4399370,saved_search,75
2296836,search,38
245246,obsessions,93
6411198,obsessions,69
8614746,Misc,25
9177674,obsessions,32
9275112,search,31
5452282,flash_sale,17
1775850,saved_search,26
6787542,Misc,53
9174228,saved_search,52
2310470,search,11
2366326,flash_sale,86
8981504,search,98
7017774,Misc,93
747716,flash_sale,98
9239884,search,41
5865402,flash_sale,13
7686100,obsessions,32
66082,ymal,66
8948712,obsessions,96
8475474,search,99
7729594,obsessions,100
8130920,search,22
6886032,obsessions,76
1347538,Misc,31
9276980,search,8
2034504,search,96
7217676,browse_search,71
5169040,browse_search,15
6348670,obsessions,57
8920444,ymal,27
2180252,Misc,10
6215802,obsessions,15
4558754,ymal,34
6011578,obsessions,35
7663554,search,94
9220794,search,45
621144,saved_search,14
4592262,obsessions,2
8916488,flash_sale,98
6290226,ymal,36
5545820,browse_search,26
1542428,saved_search,9
7698128,search,52
8430174,feeds,23
913850,obsessions,48
8329756,saved_search,34
8716690,obsessions,95
8369472,browse_search,59
4898668,ymal,97
7504646,obsessions,101
8926038,obsessions,76
1974864,obsessions,70
1280914,Misc,97
641244,obsessions,43
1367396,ymal,47
7422368,obsessions,41
7665340,flash_sale,94
2459228,obsessions,101
9180880,saved_search,50
6372122,obsessions,41
7632660,obsessions,89
6844604,flash_sale,21
6539320,flash_sale,100
9147618,saved_search,58
6322594,flash_sale,96
3099520,Misc,7
7565970,flash_sale,55
6875586,search,45
1595730,Misc,63
6133402,obsessions,2
9150294,flash_sale,51
9395466,obsessions,3
4696680,search,75
6650768,obsessions,1
1078974,flash_sale,82
7873004,saved_search,68
7384728,search,58
8239972,obsessions,93
5352384,obsessions,86
8511872,search,26
5803074,saved_search,17
5962174,search,79
7070810,search,69
669246,flash_sale,83
5507848,obsessions,58
5590190,obsessions,90
9030606,search,87
6389750,ymal,74
7444744,search,68
3833894,flash_sale,52
3731176,browse_search,9
1086564,obsessions,101
8976830,obsessions,18
9040156,search,10
8787938,Misc,93
8374860,obsessions,36
4711798,obsessions,46
1963536,ymal,16
9174656,obsessions,52
2948154,obsessions,10
338638,obsessions,21
1657094,browse_search,64
5401816,carousel,1
7745962,obsessions,64
7522114,search,55
6657754,flash_sale,58
866892,obsessions,95
9335114,search,20
1742348,search,33
4569494,Misc,23
5956712,obsessions,100
8789100,flash_sale,41
489974,flash_sale,96
8562012,obsessions,41
998530,search,35
3363506,search,100
1151984,obsessions,16
8990378,obsessions,16
7540972,obsessions,76
6474744,search,39
6554880,obsessions,15
8428934,Misc,87
7390156,obsessions,65
1269026,saved_search,69
2521234,saved_search,77
2572060,flash_sale,2
4502310,flash_sale,93
1559728,search,36
8867262,obsessions,98
9220466,obsessions,42
9110454,flash_sale,40
1767614,obsessions,74
9179386,search,42
1306132,flash_sale,60
7287172,search,93
1112192,obsessions,25
6250832,Misc,71
3532688,saved_search,46
2384694,search,37
5740780,search,43
5696312,search,37
693574,flash_sale,6
4806224,flash_sale,65
9044578,search,67
9139360,flash_sale,40
79100,search,25
7107596,Misc,89
7897212,Misc,38
9070956,Misc,71
1552868,obsessions,26
1257496,search,17
678010,obsessions,50
6207556,obsessions,60
9035752,flash_sale,75
6833928,search,35
9134772,obsessions,33
6670720,search,70
850230,obsessions,17
3343282,saved_search,75
1283644,search,19
6904046,search,85
7912656,saved_search,72
8628884,obsessions,101
1988140,flash_sale,78
7470040,saved_search,58
8882266,search,87
9001314,obsessions,27
1839908,obsessions,93
1017922,search,97
6334550,search,90
4222208,flash_sale,82
2692554,search,92
9314862,search,25
7823802,obsessions,56
5417298,Misc,90
469502,obsessions,37
778518,obsessions,57
8985402,obsessions,67
6696424,feeds,20
4399600,flash_sale,92
6937604,ymal,42
1543720,obsessions,50
6891630,obsessions,63
2580826,search,27
1198876,obsessions,53
2378154,saved_search,36
9310738,obsessions,22
8795814,search,73
9184594,obsessions,48
7439176,carousel,34
9267708,obsessions,32
8297242,search,47
3898350,ymal,81
66784,obsessions,8
3218944,obsessions,94
8438330,obsessions,41
131436,feeds,23
8898138,obsessions,68
3146382,saved_search,85
7607968,search,79
1726420,obsessions,9
1663352,search,49
9278614,flash_sale,27
5605258,obsessions,6
8011470,Misc,84
6326940,obsessions,97
9080514,search,69
8731678,obsessions,93
6798402,flash_sale,25
5962806,saved_search,8
5941630,Misc,63
8550924,saved_search,49
7683910,obsessions,27
1706736,obsessions,85
1175538,obsessions,52
7147282,flash_sale,4
3767798,search,93
4617532,flash_sale,52
5938680,obsessions,76
1295830,obsessions,92
2834904,obsessions,22
6299648,obsessions,78
8701096,obsessions,19
9080296,ymal,74
90388,obsessions,19
8264872,ymal,35
1828418,obsessions,24
2300108,search,40
9089572,obsessions,54
2234992,obsessions,94
9148562,flash_sale,57
7394242,obsessions,99
2776592,obsessions,64
9140950,obsessions,16
5660968,ymal,50
7378384,search,87
8969518,saved_search,3
1562726,search,46
2567678,obsessions,65
714342,obsessions,56
9327944,obsessions,22
8543606,search,90
7569646,obsessions,94
9103466,Misc,33
4328552,Misc,66
9231136,flash_sale,9
8464018,obsessions,18
8494728,browse_search,44
1081726,search,70
5652852,feeds,29
7854208,feeds,74
382072,ymal,66
348864,obsessions,86
8895084,ymal,40
4453024,flash_sale,65
2019922,search,24
9033382,search,86
6768358,search,30
3425502,ymal,56
8196686,search,85
9041724,search,59
9105254,obsessions,13
5787610,saved_search,1
6381872,saved_search,38
8597024,search,28
7137918,obsessions,100
4031830,saved_search,5
42768,feeds,100
9138502,saved_search,47
7304018,flash_sale,83
7989028,obsessions,76
8620298,flash_sale,87
8774598,obsessions,101
169966,feeds,63
3143176,search,65
4203310,search,94
7693666,search,8
6645032,saved_search,49
8947354,ymal,85
8870062,browse_search,44
362120,search,75
6391720,search,59
7108236,obsessions,58
9234148,flash_sale,37
8321398,Misc,18
7273154,obsessions,63
7639222,obsessions,25
9292924,obsessions,23
7465628,Misc,98
6147222,obsessions,66
4733698,flash_sale,76
3165218,obsessions,84
6912150,obsessions,15
8920076,search,98
695252,flash_sale,68
2782544,browse_search,70
1361222,saved_search,58
9042756,search,83
6214284,Misc,43
6787132,obsessions,49
6857906,search,84
7325166,Misc,100
377210,search,69
8768696,flash_sale,22
9312788,saved_search,26
269260,obsessions,37
3537374,obsessions,39
2058238,flash_sale,100
5674140,search,68
1090762,flash_sale,37
3528496,obsessions,80
8993078,search,96
1190240,flash_sale,53
6372718,Misc,61
9359180,ymal,16
7157348,obsessions,3
6093786,search,59
6165266,flash_sale,31
858090,obsessions,45
7671244,flash_sale,73
6614010,flash_sale,36
8108618,obsessions,60
62534,search,93
2242166,obsessions,23
9136714,ymal,34
2337252,search,79
2344380,obsessions,61
6136122,search,78
8469300,obsessions,2
7702994,search,96
6848444,search,66
2795340,search,23
9217880,saved_search,14
7360834,search,70
8449920,obsessions,87
8266656,flash_sale,23
8235612,obsessions,97
461158,feeds,22
542094,search,8
9181780,deeplink,50
9169552,obsessions,47
3327206,search,26
29712,flash_sale,62
1177006,carousel,27
6242696,obsessions,52
9010872,search,77
7117996,obsessions,30
9215632,obsessions,46
169536,obsessions,96
7487142,flash_sale,74
9156272,obsessions,56
9058988,obsessions,76
9086672,flash_sale,73
7036098,obsessions,83
344556,obsessions,26
8901516,obsessions,55
7817526,search,93
5980462,obsessions,63
6618578,ymal,50
3305578,search,57
2893328,saved_search,9
6281114,Misc,9
2804828,saved_search,52
9084778,browse_search,72
9108486,flash_sale,50
5514580,flash_sale,41
9074864,search,37
1500338,flash_sale,56
8478946,obsessions,8
8882032,flash_sale,47
9068912,saved_search,76
7249026,search,58
9013618,saved_search,78
8488144,obsessions,100
5138866,flash_sale,100
7627032,flash_sale,58
3894048,saved_search,32
2178904,search,67
7755378,saved_search,31
1912796,saved_search,5
154174,flash_sale,65
7955204,search,1
278756,flash_sale,89
5584114,obsessions,81
6086916,search,71
2199560,obsessions,18
9321732,obsessions,22
6299216,obsessions,15
919218,search,1
8668284,flash_sale,101
8099716,obsessions,76
7078860,search,38
7625156,obsessions,84
2746952,obsessions,19
7802098,search,87
9117290,flash_sale,65
8145664,obsessions,56
6243390,flash_sale,92
7164374,flash_sale,97
8854662,flash_sale,86
2492972,search,70
468804,obsessions,22
9072286,Misc,76
1601708,flash_sale,48
8410532,search,84
7292180,browse_search,15
2056200,obsessions,6
6471626,obsessions,76
3873998,obsessions,79
9066228,obsessions,76
268424,flash_sale,86
1645902,obsessions,69
795032,obsessions,70
9129736,Misc,24
2981996,flash_sale,13
1302014,obsessions,88
3863838,saved_search,21
9357388,search,17
8615126,obsessions,2
8693910,search,99
7221952,flash_sale,92
9258156,flash_sale,18
2102738,flash_sale,24
2684750,saved_search,10
496026,deeplink,50
9197708,obsessions,6
1740128,flash_sale,13
7888490,search,53
8551688,saved_search,49
6435964,flash_sale,101
8825768,flash_sale,101
9038486,obsessions,83
3031136,obsessions,10
1656838,search,66
6496472,flash_sale,73
9435816,saved_search,1
6290874,obsessions,90
9010238,search,48
547678,saved_search,2
6673546,search,95
9164882,obsessions,46
8825364,search,97
9238768,obsessions,40
9061166,flash_sale,77
5722710,obsessions,23
630372,obsessions,93
7130318,search,21
752744,obsessions,65
208950,obsessions,43
144030,search,98
9044644,Misc,48
9031560,search,84
2642070,obsessions,39
4766410,flash_sale,18
4481954,search,98
8788180,Misc,61
9137458,flash_sale,34
2597920,Misc,21
9179886,obsessions,29
6165572,obsessions,65
8304116,search,97
6252960,obsessions,55
3876310,Misc,34
3333112,ymal,93
2516866,saved_search,34
7082694,search,71
7164126,flash_sale,82
7791134,search,75
8175816,search,5
9393300,obsessions,6
808598,flash_sale,92
2640568,obsessions,64
8307356,search,33
3288310,browse_search,86
8388986,saved_search,18
6578654,search,96
3013692,Misc,13
6765496,obsessions,86
6568138,obsessions,97
8303220,search,69
8050300,obsessions,4
8626702,obsessions,25
7336160,obsessions,41
1880282,search,98
5628064,search,36
8375076,saved_search,5
8500320,flash_sale,86
2418040,search,90
8801738,search,15
984748,obsessions,48
5497222,ymal,60
6718840,search,101
8865824,obsessions,99
3249968,obsessions,24
8043974,Misc,58
4697942,search,28
3178990,search,19
703590,obsessions,13
2203332,search,80
6138050,flash_sale,69
9039468,flash_sale,58
1611468,obsessions,60
9303280,flash_sale,26
8559738,obsessions,2
7685664,search,64
9358436,obsessions,13
8609938,search,8
938950,flash_sale,97
8363740,ymal,84
7432036,obsessions,48
4105190,search,65
7480702,obsessions,86
284892,obsessions,55
6463150,search,73
8517276,search,101
6878584,Misc,70
3652676,Misc,39
8773466,search,39
552324,search,100
3204242,Misc,86
8729540,saved_search,70
7497048,obsessions,43
7408444,search,27
4441862,obsessions,7
4330450,obsessions,100
7972674,search,58
7768850,obsessions,16
2481412,obsessions,81
6510472,search,86
6896700,obsessions,76
9293732,flash_sale,29
6710820,search,96
1595730,feeds,22
5827112,browse_search,88
342956,ymal,16
9035824,search,84
9298446,search,29
3779574,obsessions,54
3371248,search,80
4323566,search,31
7721440,obsessions,57
1091604,saved_search,25
3485188,browse_search,91
1293836,Misc,15
5445742,obsessions,86
7658738,flash_sale,101
7383108,search,82
4393436,flash_sale,57
1235990,ymal,71
3119074,obsessions,46
7731666,flash_sale,72
9162112,Misc,33
6199974,search,27
8070558,search,94
6996006,ymal,43
9139780,obsessions,59
8714998,obsessions,29
9071306,obsessions,35
6519340,search,21
7833928,Misc,92
2045988,obsessions,82
4415988,flash_sale,89
6510240,search,69
9176766,obsessions,50
6250122,obsessions,12
2655852,flash_sale,90
7626114,obsessions,62
3017182,browse_search,53
9132960,browse_search,56
406154,flash_sale,3
9177952,search,16
8311114,obsessions,60
1906682,obsessions,26
9352806,search,17
2186156,obsessions,82
286266,search,25
8539272,Misc,29
9261938,obsessions,35
699000,obsessions,85
7631082,Misc,86
1098272,flash_sale,88
9085858,saved_search,71
9093924,flash_sale,41
8052158,browse_search,53
8342866,search,75
7432432,obsessions,54
6528406,Misc,100
9030762,flash_sale,82
2133916,flash_sale,73
9025916,obsessions,9
3851346,saved_search,11
5404262,saved_search,58
4384370,flash_sale,79
9276376,flash_sale,2
1836152,search,52
8073980,search,11
3853594,browse_search,39
1772076,obsessions,64
7037726,obsessions,100
8307856,flash_sale,46
8189710,search,77
1014100,search,39
180024,obsessions,35
3968954,obsessions,89
6811836,search,7
7449954,obsessions,47
6887868,ymal,90
5670584,search,16
1897654,obsessions,84
195724,search,8
9234388,flash_sale,23
8597582,search,85
8458468,obsessions,58
624724,saved_search,16
26234,obsessions,42
7350044,search,101
9245512,obsessions,38
1278764,search,4
3174446,obsessions,88
6692284,search,85
8824968,browse_search,46
6956826,carousel,16
9395358,obsessions,4
7675974,saved_search,54
9033176,search,30
1850936,flash_sale,101
6024502,search,19
8884398,flash_sale,75
8970196,flash_sale,28
8469838,obsessions,99
7165994,obsessions,31
2350850,obsessions,22
7955514,obsessions,79
7107596,feeds,13
1563020,saved_search,11
9166924,obsessions,37
8369338,flash_sale,18
6779796,obsessions,65
6435772,flash_sale,29
6342820,Misc,65
8032516,saved_search,52
1625874,obsessions,100
7687064,saved_search,86
9293386,shop_browse_categories,19
6969584,obsessions,70
4225876,search,58
9331150,obsessions,21
5070794,obsessions,52
2471414,search,98
7631190,search,38
5934028,Misc,19
1025130,obsessions,78
7684048,obsessions,76
1507148,saved_search,18
6581016,obsessions,54
8613142,ymal,67
4481684,obsessions,93
7986026,browse_search,87
5782492,saved_search,50
5556952,flash_sale,44
8383902,flash_sale,35
3971194,obsessions,86
2402552,search,57
3416662,flash_sale,9
6908478,search,90
7116310,obsessions,81
213266,obsessions,60
708618,search,10
360630,obsessions,84
5843396,flash_sale,95
9155784,saved_search,41
4561236,obsessions,10
9148438,obsessions,41
2029234,obsessions,2
475894,search,20
8506718,obsessions,99
8142390,ymal,36
8695350,search,96
844364,search,43
8550428,flash_sale,88
9339950,saved_search,20
5560574,search,1
3162232,search,44
8429960,search,54
6287168,saved_search,15
7285112,obsessions,63
8232260,obsessions,98
3807514,obsessions,55
367540,search,79
3329028,flash_sale,64
204892,search,100
8998482,Misc,76
5450458,search,3
8951384,search,91
4809032,Misc,50
9156874,obsessions,35
373234,obsessions,35
3586090,obsessions,26
7016784,flash_sale,90
6393616,Misc,92
8216056,obsessions,67
8926126,search,93
8846188,obsessions,16
8827352,Misc,67
979124,search,99
7511226,flash_sale,73
8069878,flash_sale,15
8631186,obsessions,20
1320492,saved_search,19
3802724,search,94
2088452,obsessions,80
302480,flash_sale,72
8262492,search,92
6833882,search,26
8416272,flash_sale,57
8105964,search,38
9037526,saved_search,54
6129076,search,51
8910010,ymal,90
8620076,search,68
795500,obsessions,101
4393156,Misc,51
9336574,obsessions,15
6872898,search,59
7456454,feeds,57
964948,browse_search,19
4542650,obsessions,43
4519912,ymal,35
7858306,flash_sale,16
8124528,obsessions,91
8028602,saved_search,60
3174232,ymal,79
7595066,obsessions,63
2511928,Misc,94
288226,saved_search,66
6986154,search,96
1694522,browse_search,15
7583486,search,58
7764556,obsessions,21
1173384,obsessions,5
2343446,flash_sale,97
9402358,obsessions,8
6282690,Misc,51
4362824,obsessions,91
8705738,obsessions,57
6983854,ymal,17
7851346,search,30
9260872,search,36
5205594,obsessions,42
7298778,search,44
1308108,saved_search,2
1015586,search,89
4489134,search,56
7126734,obsessions,23
1030968,search,101
5011258,obsessions,36
9409572,obsessions,3
5356974,search,46
1035624,search,77
6960936,flash_sale,65
7710554,flash_sale,66
8251906,search,22
6030364,flash_sale,93
4316776,flash_sale,89
8689432,search,44
6325396,Misc,13
1986642,obsessions,29
413288,flash_sale,55
6823494,ymal,3
6929066,Misc,84
9335760,obsessions,19
2229042,search,10
1001900,Misc,30
2934084,saved_search,30
8931628,obsessions,71
6626760,obsessions,97
9004626,obsessions,74
1087850,search,76
9144778,flash_sale,58
8499780,obsessions,98
2036176,saved_search,62
7279996,flash_sale,32
7412264,obsessions,101
8474730,browse_search,75
8523322,obsessions,12
135178,obsessions,85
3674694,obsessions,98
977160,obsessions,98
8324866,obsessions,91
847726,browse_search,79
557552,obsessions,61
4934270,search,93
1315224,obsessions,97
6277898,Misc,13
4873408,search,67
4970068,saved_search,29
8989410,obsessions,95
6988144,saved_search,18
9258290,obsessions,23
1032744,saved_search,7
229960,search,67
8800464,flash_sale,40
2013284,obsessions,83
9074548,flash_sale,73
9263462,browse_search,35
8859876,browse_search,24
7510260,flash_sale,28
8703660,search,73
4531872,flash_sale,50
8114594,flash_sale,38
4138146,saved_search,39
5389782,ymal,79
3277124,search,75
3072006,obsessions,99
8903048,flash_sale,76
7160416,flash_sale,84
7896416,obsessions,76
8409664,obsessions,50
8092464,ymal,2
7649154,obsessions,55
7529134,search,70
8811578,saved_search,52
5636518,obsessions,73
8671064,Misc,86
1709626,ymal,56
2118404,browse_search,71
4698686,obsessions,43
1419528,search,49
409030,flash_sale,41
8814122,flash_sale,92
9229990,search,39
9090914,obsessions,71
6344824,obsessions,29
7283810,Misc,14
1420006,search,81
6499376,Misc,86
6968982,search,24
3782232,obsessions,61
7761294,saved_search,11
4315140,search,36
9356234,obsessions,17
7884880,saved_search,11
7358434,browse_search,29
7324486,obsessions,7
8798936,obsessions,99
8080022,obsessions,84
8716850,saved_search,77
1481204,Misc,55
8182198,Misc,51
6157376,search,100
5499186,obsessions,19
2291570,deeplink,46
6398780,search,37
836598,Misc,41
8904930,search,60
1267302,flash_sale,85
6641068,obsessions,15
7844762,search,12
4975270,flash_sale,31
7051642,obsessions,81
4756818,obsessions,49
8332210,obsessions,26
9150972,deeplink,51
6735682,flash_sale,28
7678148,flash_sale,73
566408,Misc,49
1998946,search,86
1158100,flash_sale,23
8318254,flash_sale,16
2488592,feeds,92
8374948,obsessions,43
7570572,flash_sale,78
5718760,flash_sale,42
8763296,obsessions,96
8722392,Misc,48
7149712,feeds,26
525810,flash_sale,99
8687130,search,100
7619270,flash_sale,41
9443170,saved_search,0
204602,obsessions,28
3421650,obsessions,42
1040642,flash_sale,71
7184612,obsessions,12
4487344,obsessions,19
9364860,search,3
8979626,ymal,85
194650,obsessions,76
7969254,obsessions,32
7617076,search,73
8555292,obsessions,14
1635940,ymal,1
2054,flash_sale,94
8108124,obsessions,6
5377762,search,26
530896,obsessions,25
8526952,obsessions,68
1101324,search,63
9056696,saved_search,73
8673604,obsessions,58
2477822,search,44
7143246,Misc,76
9299952,search,26
8511952,saved_search,34
8360592,Misc,100
5977448,saved_search,81
3629746,obsessions,63
2366260,obsessions,80
8440432,search,31
3367686,search,85
3946212,flash_sale,76
8312522,obsessions,83
4378716,search,44
8779380,search,80
8691700,obsessions,93
6002178,obsessions,46
8939862,search,56
3347546,obsessions,31
7936686,flash_sale,3
189848,Misc,54
8164168,Misc,26
9253738,saved_search,30
1425184,saved_search,29
1205826,ymal,16
7436644,obsessions,100
8344326,obsessions,74
9079236,obsessions,71
9172902,saved_search,52
6558326,Misc,13
442254,flash_sale,78
818852,obsessions,63
8976024,obsessions,92
8151764,obsessions,90
6189670,obsessions,95
9284016,search,18
9218612,Misc,42
3166964,saved_search,16
8379414,obsessions,18
8986016,browse_search,80
7406494,browse_search,52
8852584,search,18
9355812,shop_browse_categories,8
9308420,saved_search,11
485676,obsessions,97
6134260,search,18
7329872,saved_search,40
8585864,obsessions,88
2192158,obsessions,91
6521672,search,9
1439412,search,92
8241810,obsessions,99
8636812,search,85
8866636,flash_sale,42
7084976,Misc,31
1660014,search,95
8825558,obsessions,35
5879486,Misc,18
8881038,obsessions,16
6246624,saved_search,72
9090720,saved_search,30
8185560,flash_sale,64
2283006,saved_search,73
7546154,obsessions,3
7553170,obsessions,16
8468608,flash_sale,34
7308666,obsessions,56
2805552,obsessions,13
8942368,obsessions,11
8110570,obsessions,73
511948,search,58
8944364,obsessions,92
421962,search,98
8250414,search,77
8748112,search,90
6107760,saved_search,12
6252642,search,41
3673984,obsessions,18
8760190,flash_sale,80
504718,deeplink,32
8522558,Misc,18
7141076,saved_search,25
4805830,flash_sale,75
8840538,obsessions,56
7166120,shop_browse_categories,10
4971410,saved_search,42
3917178,obsessions,36
9084834,search,73
5849408,obsessions,10
2642610,saved_search,51
8443344,obsessions,44
6218798,saved_search,3
8694814,obsessions,71
3060846,search,8
9164314,search,33
6559606,search,59
4544510,search,43
4218364,obsessions,36
7034216,flash_sale,95
9030642,browse_search,17
9112178,saved_search,45
5026684,saved_search,38
1326334,ymal,37
9416602,obsessions,6
6410798,search,67
4106790,carousel,26
5998414,saved_search,35
9381864,obsessions,3
9097094,browse_search,64
8296064,obsessions,48
7572976,obsessions,92
9008578,obsessions,90
895410,search,94
7981160,saved_search,6
6301214,shop_browse_categories,11
190340,obsessions,54
1203166,search,73
9239466,saved_search,39
1116598,obsessions,65
8753736,feeds,6
3415106,obsessions,74
4848312,search,88
1769562,search,49
9233446,obsessions,40
2154218,Misc,70
7519588,Misc,49
4479410,saved_search,28
6102896,flash_sale,85
760870,feeds,39
7946908,search,31
4225602,flash_sale,91
5615188,obsessions,91
7214216,search,10
8809810,saved_search,51
6714920,browse_search,93
6345774,obsessions,32
3294386,obsessions,94
7860892,obsessions,72
5795838,obsessions,55
9129136,obsessions,60
7020074,obsessions,13
3080698,flash_sale,10
958448,flash_sale,13
8950920,search,51
8496654,ymal,33
3333002,obsessions,88
8519410,flash_sale,15
2616496,saved_search,74
6324002,search,41
6837052,obsessions,32
3507004,flash_sale,76
6565064,obsessions,99
6283218,obsessions,83
9352394,obsessions,6
7137898,obsessions,27
1120028,obsessions,55
5954374,flash_sale,71
8247108,Misc,99
1461600,search,99
4563352,saved_search,76
8348618,flash_sale,86
3364144,obsessions,29
1720530,browse_search,96
711160,search,41
2818802,obsessions,57
420004,flash_sale,6
8977260,ymal,87
7416090,obsessions,58
552728,carousel,48
3570784,obsessions,100
9046264,flash_sale,82
1436380,search,62
5828210,search,87
746222,Misc,45
9253438,search,11
4267710,search,1
9358610,obsessions,12
4479600,search,20
2001018,search,91
3647072,search,59
6865710,search,29
8692644,flash_sale,92
6109808,search,38
4304082,search,79
8282536,ymal,1
3891580,search,75
8090718,obsessions,37
43118,saved_search,52
2739210,ymal,16
6196224,search,88
9302026,browse_search,25
9230206,obsessions,37
6174598,flash_sale,23
2200834,search,86
2890990,deeplink,20
1511582,search,55
525522,carousel,16
6695380,obsessions,63
7858710,search,37
5652852,Misc,32
3248054,Misc,72
835040,saved_search,82
3046482,obsessions,21
8127350,saved_search,52
978920,saved_search,23
852504,search,53
2331578,flash_sale,84
3440406,obsessions,52
7190872,obsessions,92
42768,Misc,80
8913062,flash_sale,91
6359694,search,29
6769794,search,67
81078,search,89
6841938,search,14
616682,flash_sale,97
8048550,obsessions,74
1939490,obsessions,69
2984910,Misc,100
428802,obsessions,52
7366874,obsessions,82
7126390,flash_sale,50
4346088,obsessions,1
4167974,obsessions,81
7627662,obsessions,6
5640428,obsessions,94
911672,saved_search,54
8398634,obsessions,76
6146656,flash_sale,58
8870626,browse_search,85
1660428,obsessions,80
8696428,obsessions,62
2345238,search,8
587854,saved_search,63
9198198,saved_search,30
1045564,ymal,92
4534210,feeds,22
7045220,saved_search,18
8081320,search,88
1960356,saved_search,49
8210216,search,78
5702626,saved_search,32
1262916,flash_sale,88
131436,Misc,71
6250352,search,22
4798414,search,32
9149672,saved_search,17
8325110,obsessions,46
7820922,Misc,53
9251846,search,9
8198200,obsessions,85
9262512,obsessions,18
8372062,obsessions,22
7905408,search,69
8375794,obsessions,101
7055946,obsessions,76
251766,browse_search,75
6535942,obsessions,81
6841910,saved_search,74
6273224,flash_sale,35
2670870,obsessions,8
8338786,search,54
4123158,flash_sale,21
7150894,search,99
7174584,saved_search,4
7599768,search,33
4652904,saved_search,55
8355180,obsessions,68
6930926,search,13
8886220,Misc,34
1784752,saved_search,68
7023562,ymal,72
7539446,obsessions,101
6566050,flash_sale,36
9075586,search,40
410980,flash_sale,58
8708770,saved_search,29
9015962,obsessions,40
6774682,saved_search,62
6560778,Misc,22
6689838,flash_sale,89
6206088,search,93
8680818,flash_sale,53
995044,ymal,5
9131680,obsessions,19
5828808,browse_search,81
20048,browse_search,86
5444344,Misc,101
6140384,saved_search,42
3382200,flash_sale,68
8795668,flash_sale,14
7517150,obsessions,85
8485486,browse_search,69
2396210,saved_search,15
3482854,search,58
6519288,search,16
972622,obsessions,87
7435658,search,73
8574072,search,22
4105244,obsessions,77
2856442,Misc,95
3621070,search,34
4253738,saved_search,56
2588376,obsessions,22
7467050,search,84
6939860,search,93
8600624,browse_search,90
6746040,obsessions,42
6207536,search,59
169966,Misc,63
9321762,saved_search,1
8678570,obsessions,54
461644,obsessions,7
6606702,search,63
9140098,search,59
6092564,obsessions,67
7649836,flash_sale,99
3304808,shop_browse_categories,13
8901036,flash_sale,76
6141614,ymal,29
1302158,obsessions,9
9092188,Misc,41
7480622,ymal,86
7506786,obsessions,92
9018222,browse_search,88
8382158,obsessions,58
8107232,obsessions,1
8469752,ymal,28
9095948,obsessions,51
1540490,flash_sale,67
8453322,obsessions,49
8985724,obsessions,97
6542362,Misc,95
6767306,carousel,27
4110334,obsessions,13
649352,obsessions,13
97558,search,78
6237974,saved_search,18
6675412,obsessions,86
6834322,saved_search,20
7735866,obsessions,73
215746,search,96
7785436,Misc,29
8060552,search,9
322656,flash_sale,86
6636582,obsessions,14
8813972,obsessions,90
9303544,flash_sale,15
7213226,Misc,35
9254016,search,38
3069134,obsessions,6
4052788,flash_sale,73
5179352,flash_sale,87
6241960,saved_search,5
9059274,saved_search,79
7857630,Misc,13
8201776,obsessions,15
6796470,search,68
8062380,obsessions,98
8390440,flash_sale,72
8620486,flash_sale,70
9067966,browse_search,30
9277154,obsessions,29
9345502,search,16
6219218,saved_search,5
9166378,search,53
