user,browse_search,carousel,deeplink,feeds,flash_sale,Misc,obsessions,saved_search,search,shop_browse_categories,shop_browse_designers,shop_browse_new_arrivals,shop_browse_sale,ymal
7126390,,,,,50,,,50,13,,,,,
7126734,,,,,51,,23,,,,,,,
7127876,,,,,,,,42,,,,,,
7128018,,,,,,,,,85,,,,,
7128358,,,,,,,2,,,,,,,
7128992,,,,,,,,13,,,,,,
7129260,,,,,,,,21,,,,,,
7129548,,,,,9,,,,,10,,2,,14
7130318,,,,,3,,,,21,,,,,
7130384,,,,,,,,32,,,,,,
7131586,,,,,,,64,,,,,,,
7131630,,,,,,,1,,,,,,,
7131768,,,,,,,95,,,,,,,
7131782,,,,,71,,,,,,,,,
7131822,,,,,,,,,92,,,,,
7132360,,,,,35,,22,,,,,,,
7133960,,,,,,,91,,,,,,,
7134216,,,,,12,,,,,,,,,
7137898,,,,,,,27,,,,,,,
7137918,,,,,,,5,,80,,,,,
7138148,,,,,,,15,,,,,,,
7138194,,,,,,,78,,,,,,,
7138310,,,,,36,,15,,,,,,,
7138810,,,,,,,14,,8,,,,,
7140784,,,,,,,65,,,,,,,
7140972,,,,,,,3,,,,,,,
7141076,,,,,,,,25,,,,,,
7141308,,,,,,,,,32,,,,,
7141810,,,,,,,61,,,,,,,
7142848,,,,,,47,47,,62,,,,,
7143246,,,,,,22,22,,,,,,,
7143384,,,,,,,39,,,,,,,
7144284,,,,,,,54,,,,,,,
7144758,,,,,7,,,,,,,,,
7144900,,,,,13,,,,,,,,,
7145272,,,,,,1,,,,,,,,
7146162,,,,,,,98,,,,,,,
7146390,,,,,,,,24,52,,,,,
7146950,,,,,,3,10,,,,10,,,
7147058,,,,,,,,,,,,,,100
7147138,,,,,40,,31,,,,,,,
7147282,,,,,4,,,,,,,,,
7147314,,,,,,,,,30,,,,,30
7148180,,,,,,,,,65,,,,,
7149086,,,,,,,,,31,,,,,
7149608,,,,,100,,23,,99,,,,,
7149712,,,,26,,,27,,,,,,,
7149850,,,,,,,,73,70,,,,,
7150894,,,,,,99,,10,43,,,,,51
7153136,,,,,51,23,3,13,32,,,,,
7153498,,,,,,,54,,,,,,,
7153584,,,,,,,,,67,,,,,
7153638,,,,,,,17,,,,,,,
7154186,,,,,,,1,,53,,,,,
7155360,,,,,95,,,,,,,,,
7155494,,,,,,41,41,,70,,,,,
7157194,,,,,,,25,,,,,,,
7157348,,,,,,,3,,,,,,,
7157604,,,,,,,12,,,,,,,
7158346,,,,,,,,1,,,,,,
7159120,,,,,,,,,96,,,,,
7159848,,,,,,,8,22,86,,,,,
7160038,,,,,15,,,,,,,,,
7160084,,,,,,,32,,,,,,,
7160416,,,,,73,14,68,,,,,,,
7161608,,,,,,,40,,,,,,,
7162524,,,,,,,15,,,,,,,
7164126,,,,,82,,,,,,,,,
7164346,,,,,96,75,63,62,85,,,,,94
7164374,,,,,97,47,18,,37,,,,,
7164580,,,,,,,16,,,,,,,
7164878,,,,,,,19,,,,,,,
7164918,,,,,,,,,91,,,,,
7165256,,,,,,,,,90,,,,,
7165994,,,,,,,31,,,,,,,
7166056,,,,,,,24,,,,,,,
7166120,,,,,,,9,,,10,,,,
7166202,,,,,,76,59,,76,,,,,
7166508,,,,,,,78,,,,,,,
7167976,,,,,,,44,,73,,,,,
7169986,,,,,,,,79,,,,,,
7170084,,,,,3,21,14,,3,,,,,
7170664,,,,,,,27,,,,,,,
7171470,,24,,,,,40,,,,,,,
7173282,,,,,,,,70,,,,,,
7173402,,,,,,,46,,,,,,,
7173694,,,,,,,48,,,,,,,
7173900,,,,,23,,1,,,,,,,
7174584,,,,,49,,,4,11,,,,,
7176114,,,,,,,79,,,,,,,
7176214,,,,,11,,,,,,,,,
7176840,,,,,,,36,,,,,,,
7178150,,,,,,,62,,,,,,,
7178386,,,,,,86,8,,,,,,,
7179632,,,,,,,91,,,,,,,
7179702,,,,,75,,14,,75,,,,,
7180004,,,,,,,,,95,,,,,
7180426,,,,,,,,36,,,,,,
7181834,,,,,,43,43,,,,,,,
7182370,22,,,,,,,,,,,,,
7182762,,,,,,,,,30,,,,,
7183178,,,,,,12,,,,,,,,
7183932,,,,,,,,,100,,,,,
7184038,,,,,,,,27,,,,,,
7184350,,,,,,,48,,48,,,,,
7184612,,,,,,,12,,,,,,,
7185332,,44,,,47,,33,,71,,,,,
7185368,,,,13,,13,13,13,,,,,13,
7185382,,,,,86,,76,,86,,,,,86
7186636,,,,,69,,,,,,,,,
7186854,,,,,57,,,,,,,,,
7187908,,,,,,,,20,,,,,,
7189300,42,,,,,,,,,,,,,
7189666,,,,,,,,,95,,,,,
7190046,,,,,,,8,,,,,,,
7190872,,,,,,79,28,,28,,,,,
7192346,56,,,,58,,,,,,,,,
7193054,,,,,,,18,,,,,,,
7194248,,,,,,,1,,72,,,,,
7194804,,,,,,,,10,,,,,,
7195184,,,,,,,74,,,,,,,
7195282,,,,,,,,,30,,,,,
7196660,,,,,,,22,,43,,,,,
7199034,,,,,95,,,,,,,,,
7200510,,,,,,46,2,,23,,,,,76
7201790,,,,,71,74,71,,,,,,,
7202814,,,,,,,,,57,,,,,
7203448,,,,,,,,10,16,,,,,
7204878,,,,,,,41,,,,14,,,
7204892,,,,,,,12,,,,,,,
7205312,,,,,,,50,,,,,,,
7205976,,,,,75,,,,,,,,,
7206698,,,,,,,,4,,,,,,
7207542,,,,,30,52,13,,84,,,,,
7208320,,,,31,43,,,,59,,,,,
7209674,,,,,,,35,,,,,,,35
7209786,,,,,,,,,23,,,,,
7211144,,,,,,,,18,41,,,,,
7211236,,,,,,,,,69,,,,,
7211462,,,,,,,59,,,,,,,
7211568,,,,,,,40,,52,,,,,
7211860,25,,,,,,25,,4,,,,,
7212590,,,,,,,3,,,,,,,
7213226,,,,,,35,22,,,,,,,38
7213576,,,,,95,,,,,,,,,
7213734,,,,,,,,60,,,,,,
7213860,,,,,72,,,,,,,,,
7214216,,,,,,,,,10,,,,,
7214872,,,,,51,,,,85,,,,,
7217394,,,,,,,51,,,,,,,
7217516,,,,,93,,,,,,,,,
7217676,71,,,,,,,,,,,,,
7217742,,,,,,,,1,,,,,,
7218712,,,,,,,11,,,,,,,
7218928,,,,,,,62,,,,,,,
7219982,,,,,,,62,,,,,,,
7220616,,,,,98,,,,,,,,,
7221310,,,,,,68,53,,,,,,,
7221862,,,,,,,33,,33,,,,,
7221952,,,,,92,65,7,,43,,,,,101
7222568,,,,,,,1,,,,,,,
7222876,,,,,,,,,21,,,,,
7222890,,,,,,,46,,,,,,,
7224052,,,,,,,,,31,,,,,
7224226,,,,,5,22,,,,,,,2,66
7224384,,,,,,,86,,,,,,,
7224920,,,,,,,54,55,11,,,,,
7225974,,,,,,,29,,,,,,,
7226760,62,,,,41,,,,,,,,,
7227270,,,,,44,,,,15,,,,,
7227914,,,,,,,15,,,,,,,
7229254,,,,,96,,,,,,,,,
7230580,,,,,,,7,,,,,,,
7231328,,,,,13,,,,,,,,,
7231626,79,,,,81,,,66,,,,,,
7232274,,,,,,65,65,,65,,,,,
7233298,,,,,,,20,,,,,,,
7235232,,,,,,,1,,1,,,,,85
7235400,,,,,,,12,,,,,20,,
7235482,38,,,,,,,,,,,,,
7237008,,,,,,,23,,,,,,,
7237360,,,,,,19,1,,,,,,,
7239554,,,,,,,,,91,,,,,
7241048,,,,,,,,46,46,,,,,
7241228,,,,,,,41,,,,,,,
7241866,,,,,,,4,,,,,,16,
7243186,,,,39,,,17,,,,,,,
7243338,,,,,,,,46,,,,,,
7244122,,,,,7,,7,,,,,,,
7244390,,,,,,,,,9,,,,,
7244744,,,,,,,94,,,,,,,
7245000,,,,,,101,101,,,,,,,
7245516,,,,,56,,,,35,,,,,
7246106,,,,,,,,77,,,,,,
7246480,,,,,,,47,,,,,,,
7248202,,,,,,,,79,,,,,,
7248274,,,,,,,45,,,,,,,
7248376,,,,,,,44,26,26,,,,,
7248742,,,,,71,,100,,83,,,,,
7248856,,,,,,,48,,,,,,,
7249026,,,,,,,58,,58,,,,,
7249328,,,,,,,,,32,,,,,
7250204,33,,,,,,,,,,,,,
7250206,75,,,,,,,,,,,,,
7250492,,,,,,,,,9,,,,,
7251688,,,,,,,,,41,,,,,
7251846,,,,,,,,2,2,,,,,
7252340,,,,,,,35,,26,,,,,
7253384,,,,,,,,68,71,,,,,
7254054,,,,,,,82,,,,,,,
7254092,90,,,,,,,,,,,,,
7254246,,,,,69,,,,,,,,,
7255836,,,,,,,,,21,,,,,
7255844,,,,,,,40,,,,,,,
7255886,,,,,,,99,,,,,,,
7256078,,,,,,,54,,,,,,,
7257442,89,,,,16,,,14,78,,,,14,
7257462,,,,,,,,,,11,,,,
7257758,,,,,,36,19,,36,,,,,
7258146,,,,,,,29,28,,,,,,
7258572,,,,,,33,15,,55,,,,,
7258642,,,,,,,,,25,,,,,
7265242,,,,,,,,,16,,,,,
7265410,,,,,9,41,6,23,9,,,,,
7268666,,,,,,,37,,,,,,,
7271348,,,,,,,79,,,,,,,
7272068,,,,,,36,36,,,,,,,
7272486,,,,,,,,,39,,,,,
7272530,,,,,,,,,36,,,,,
7273086,,,79,,,,,,,,,,,
7273154,,,,,,,63,,45,,,,,
7273928,,,,,,,,,28,,,,,
7274496,,,,67,,,56,,,,,,,
7276948,,,,,,,52,,,,,,,
7277034,,,,,,,28,,,,,,,
7277310,,,,,,,70,,,,,,,
7278340,,,,,,,,37,96,,,,,
7278720,,,,,,,46,,,,,,,
7279996,,,,,32,,,,,,,,,
7280010,,,,,,13,4,,45,,,,,
7280924,,,,,,,2,,,,,,,
7281276,,,,,,,,,39,,,,,
7281380,,,,,,,,,85,,,,,
7281770,,,,,,,,78,,,,,,
7281986,,,,,,,76,,,,,,,
7282278,,,,,,,,13,,,,,,
7283274,,,,,,,,,,8,,,,
7283810,,,,,,14,1,,15,,,,,
7284500,,,,,,,,,88,,,,,
7285112,,,,,,,13,,,,,,,
7285988,,,,,,,8,47,,,,,,
7286500,,,,,40,,,,,,,,,
7286606,,,,,,,2,,,,,,,
7286744,,,,,,,,25,,,,,,
7287172,,,,,,,,82,93,,,,,
7287794,,,,,80,41,41,,,,,,,
7290494,,,,,,,,,43,,,,,
7290870,,,,,69,,69,,57,,,,,
7290972,,,,,85,,,,,,,,,
7290994,,,,,50,,,,6,6,,,,
7291228,,,,,,,,,78,,,,,
7292180,15,,,,,,15,,,,,,,
7292464,,,,,80,,72,,8,,,,,67
7293682,,,,,,13,13,,,,,,,
7293852,,,,,,,,,10,,,,,
7293916,,,,,,,56,,,,,,,
7296212,53,,,,,,,,,,,,,
7296882,,,,,70,,,,24,,,,,
7296914,,,,,,,92,,,,,,,
7298130,,,,,,,,,13,,,,,
7298778,,,,,,,,44,39,,,,,
7304018,,,,,81,,37,,,,,,,
7304608,,,,,,,,19,31,,,,,
7304730,,,,,,,,76,,,,,,
7305310,,,,,1,,,14,1,,,,,
7305616,,47,,,76,,,,,,,,,
7308326,,,,,46,,,,24,,,,,
7308644,,,,39,,39,39,,,,,,,
7308666,,,,,15,,56,,,,,,,
7314026,,,,,,,95,,,,,,,
7314158,,,,100,75,,5,,,,,,,
7315570,,,,,,,,,24,,,,,
7315748,,,,,,,,44,,,,,,
7316610,,,,,99,,,,,,,,,
7317160,,,,,,,35,,,,,,,
7317614,,,,,,,,,6,,,,,
7317956,,,,,,,23,,13,,,,,
7318422,,,,,,,,,69,,,,,
7318666,,,,,,,15,,,,,,,
7318752,32,,,,,,,,,,,,,
7320322,,,,,,,82,,,,,,,
7320558,,,,,,,,40,,,,,,
7320562,,,,,46,,,,,,,,,
7320568,,,,42,,,,,,,,,,
7320666,,,,,,,29,,,,,,,
7321054,,,,,,,,,48,,,,,
7321278,,,,,70,,,,,,,,,
7321324,,,,,,,,,43,,,,,
7322040,,,,,,,8,,,,,,,
7322338,,,,,,,,,25,,,,,
7322488,,,,,71,,14,,,,,,,
7323618,,,,,,,,,16,,,,,
7323878,,,,,,,,2,,,,,,
7324486,,,,,,,4,,4,,,,,
7324510,,,,,,,,,98,,,,,
7324540,,,,,,,41,,,,,,,
7325166,,,,,,13,13,,80,,,,,
7325852,,,,,10,,23,,5,,,,,
7325864,,,,,,,73,,,,,,,
7326696,,,,,95,,62,,41,,,,,
7326742,,,,,,100,13,,,,,,,
7327328,,,,,,,61,,,,,,,
7328256,,,,,,,26,,,,,,,
7329010,,,,,,,,,51,,,,,
7329292,,,,,,,9,,2,,,,,
7329534,,,,,,,74,,1,,,,,
7329872,,,,,,,,40,40,,,,,
7330068,,,,,41,,,20,32,,,,,
7330078,,,,,,,,57,49,,,,,
7330686,,,,,9,65,27,,98,,,,,
7330952,,,,,,,72,,79,,,,,
7332032,,,,,,,46,,,,,,,
7334144,,,,,,,,,66,,,,,
7334870,,,,,,48,70,,,,,,,
7335268,,,,,,,76,,10,,,,,
7336032,,,,,,,1,,,,,,,
7336160,,,,,,,41,,,,,,,
7336936,,,,,,,,,4,,,,,
7338510,,42,,,,,,,,,,,,
7339464,,,,,,,,,,,,,,30
7339502,,,,,,,36,85,,,,,,
7341762,,,,,,89,89,,,,,,,
7342534,,,,,,,,,91,,,,,
7343164,,,,,,,23,18,,,,,,
7343528,,,,,,,,13,13,,,,,
7344126,,,,,,,,,54,,,,,
7344574,,,,,,,49,,49,,,,,
7346792,,,,,,,7,,,,,,,
7347150,,,,,,,4,,,,,,,
7347346,,,,,,,86,,,,,,,
7347418,,,,,,,99,,,,,,,
7347842,,,,,,,,32,,,,,,
7348246,,,,,51,,,,,,,,,
7348798,,,,,,,17,,,,,,,17
7350044,,,,,,,9,,5,,,,,
7350894,,,,,,,13,,,,,,,
7351348,,,,,,,6,,,,,,,
7351444,,,,,4,,,,,,,,,
7352088,,,81,,,,,61,15,,,,,
7354068,,,,,,,39,,,,,,,
7354228,,,,,87,,87,,,,,,,88
7355986,,,,,,,96,,,,,,,
7356932,,,,,,,94,,,,,,,
7357132,,,,,23,,,41,23,,,,,
7357676,,,,,,,,10,,,,,,
7358398,,,,,,,,,,,,,,55
7358434,29,14,,,76,,8,71,,,,,,
7359436,,,,,81,,,,,,,,,81
7359464,,,,,,,,,30,,,,,
7360200,,,,,,,25,,,,,,,
7360418,,,,,,,,,70,,,,,
7360834,,,,,,,16,,32,,,,,
7360944,,,,,,,56,,,,,,,
7361320,,,,,8,45,45,,,,,,,
7361618,,,,49,,,15,,,,,,,
7362022,,,,,,,28,,,,,,,
7362130,,,,,15,,,,,,,,,
7362706,,,,,,,39,,,,,,,
7362734,,,,,,,24,,,,,,,
7362832,,,,,,,,,94,,,,,
7363054,,,,,,,,,39,,,,,
7363294,,,,,,,30,,,,,,,
7363580,,,,,,81,13,,,,,,,
7363618,,,,,47,,,,,,,,,
7364114,,,,,16,,,,,,,,,
7364526,,,,,101,,,,,,,,,
7365846,,,,,,,,,57,,,,,
7366394,,,,,26,,,,,,,,,
7366874,,,,,,,35,,12,,,,,
7367256,,,,,,,20,,12,,,,,
7367520,,,,,,,51,,,,,,,
7368180,6,,,,,,,,,,,,,
7368242,,,,,,,,,6,,,,,
7369580,,,,,,,,,85,,,,,
7369600,,,,,,,18,,,,,,,
7370918,,,,,,,3,,,,,,,
7371992,,,,,48,,,,,,,,,
7372156,,,,,,,85,,,,,,,
7373256,,,,,48,,,,,,,,,
7373260,,,,,,,,,29,,,,,
7374244,,,,,,,,29,,,,,,
7375806,,,,,,14,7,,,,,,,
7376242,,,,,,,101,,,,,,,
7376918,,,,,,76,42,,,,,,,
7376928,,,,,,,13,,,,,,,
7377246,,,,,76,,,,,,,,,
7377420,,,,,13,,,,,,,,,
7377772,,,,,,,,45,,,,,,
7378384,,,,,79,,15,,15,,,,,
7378472,,,,,69,,,,,,,,,
7378502,15,,,,,,,,100,,,,,
7378908,,,,,,,41,,,,,,,
7380102,,,,,,,,,8,,,,,
7380520,80,,,,,,5,,,,,,,
7382184,,,,,,13,13,,,,,,,
7382710,,,,,,,,27,,,,,,
7382912,,,,,,,13,,,,,,,
7383108,12,,,,,39,1,20,11,,,,,
7383644,,,,,,,69,,,,,,,
7383702,,,,,,9,22,,,,,,,
7383746,,,,,,,6,,,,,,,
7384434,,,,,,49,5,,,,,,,
7384728,78,,,,,23,23,,55,,,,,
7385188,,,,,,,16,,,,,,,
7385382,,,,,,74,1,,,,,,,
7385730,99,,,,,,,,,,,,,
7385964,,,,28,,,28,,,,,,,
7386040,,,,,88,,56,,,,,,,
7386580,,,,,,,41,,,,,,,
7386594,,,,,,,,,42,,,,,
7386756,,,,,,,,,51,,,,,
7387158,,,,,,,42,,,,,,,
7387364,,,,,,,1,,,,,,,
7387926,,,,,35,,,,44,,,,,
7388188,,,,94,85,,,,,,,,,10
7388382,5,,,,,,,,,,,,,
7389744,,,,,,,27,,,,,,,
7389816,,,,,,,72,,,,,,,
7390156,,,,,,,65,,,,,,,
7390698,,,,,,,46,,,,,,,
7390720,,,,,,,11,,,,,,,
7391530,,,,,,,85,,,,,,,
7394242,,,,,,,62,,14,,,,,
7394540,,,,,97,,35,,,,,,,
7394902,,,,,46,55,5,,,,,,,
7397028,,,,,,,,,22,,,,,
7397076,,,,,66,,,39,53,,,,,
7398084,,,,,24,,41,,22,,,,,
7398204,,,,,,,65,,,,,,,
7398264,,,,,,,,,25,,,,,
7399090,,,,74,,,86,,,,,,,
7402794,,,,,,,7,,,,,,,
7404618,,,,,19,,19,,,,,,,
7405484,,,,,,,,,75,,,,,
7406298,,,,,6,,,,,,,,,
7406494,52,,,,71,,,,70,,,,,
7406928,,,,,,,,,65,,,,,
7407538,,,,,,,18,,,,,,,
7408020,,,,,12,,19,,12,,,,,
7408444,,,,,,,,45,4,,,,,
7408686,90,,,,100,,,,,,,,,
7409218,,,,,31,79,26,29,30,,,,,49
7409654,,,,,,,4,,,,,,,
7410404,8,,,,,,,,8,,,,,
7410418,,,,,,,82,,,,,,,
7410534,93,,,,72,,,,72,,,,,
7411698,,,,,,,11,,,,,,,
7411752,,,,,2,,2,,,,,,,
7412018,,,,,,,72,,,,,,,
7412202,,,,,,,72,,,,,,,
7412210,,,,,,83,86,,,,,,,
7412236,,,,,,,11,,39,,,,,
7412264,,,,,,,101,,,,,,,
7412354,,,,,8,8,8,,,,,,,
7412726,,,,,,,,,99,,,,,
7414302,,,,,,,86,,,,,,,
7414334,,,,,,89,89,,,,,,,
7414530,,,,,,,,,2,,,,,
7415000,,,,,,,25,,,,,,,
7415830,,,,,,,58,,,,,,,
7416090,58,,,,,58,58,,,,,,,
7418032,,,,,32,,,,4,,,,,
7418402,,,,,,,,,38,,,,,
7419606,,,,,35,,,,,,,,,
7420698,,,,,,,43,,,,,,,
7421208,,,,,,,98,,,,,,,
7421312,,,,,,,,,39,,,,,
7421422,,,,,,71,,37,47,,,,,
7421456,,,,,90,,17,,,,,,,
7421978,,,,,,,,12,5,,,,,
7422050,,,,,,,8,,,,,,,
7422368,,,,,,,41,,,,,,,
7422400,,,,,,,9,,29,,,,,
7422550,,,,,,,,,10,,,,,
7423414,,,,,,,19,,,,,,,
7423428,,,,46,,,3,,,,,,,
7424296,,,,,,,,,29,,,,,
7424652,,,,,,,,68,,,,,,
7424710,,,,,,,,,27,,,,,
7426710,,,,,,,77,,58,,,,,
7426732,,,,,,15,15,,15,,,,,
7427592,64,,,,,,,,,,,,,
7427696,,,,,,,24,,57,,,,,
7427872,,,,,,,,3,3,,,,,
7428320,,,,,,,13,,,,,,,
7428788,,,,,,,71,,,,,,,
7429978,,,,,,,51,,73,,,,,
7430474,,,,,,,,,91,,,,,
7430634,,,,,,,15,,,,,,,
7430856,,,,,,,20,,,,,,,
7431192,,,,,,,34,,,,,,,
7431510,,,,,,,,22,,,,,,
7431812,,,,,99,,,,,,,,,
7432036,,,,,,,48,,,,,,,
7432178,,,,,,45,87,,,,,,,
7432432,,,,,,,26,,,,,,,
7432532,75,,,,,,,,,,,,,
7432646,,,,,,,4,,18,,,,,
7432990,,,,,,,101,,,,,,,
7433058,,,,,,,24,,,,,,,
7433074,,,,,,,5,,,,,,,
7433098,,,,,,,37,,,,,,,
7433782,,,,,,60,60,,60,,,,,
7433924,,,,,,,70,,,,,,,
7434110,,,,,,,55,,,,,,,
7434498,,,,,,,100,,,,,,,
7435318,,,,,,,,22,92,,,,,
7435620,19,,,,,,,,,17,,,,
7435658,,,,,,,13,,13,,,,,
7435760,,,,,71,16,16,,,,,,,
7435952,,,,,,,4,,,,,,,
7436644,,,,,28,41,10,,29,,,,,
7436748,,,,,,,4,,47,,,,,
7438196,,,,,10,,51,66,10,,,,,
7438400,,,,,,,19,,,,,,,
7438592,,,,,,,4,,10,,,,,
7438870,,,,,,,37,,,,,,,
7439094,,,,,,,52,,,,,,,
7439176,,34,,,,,34,,,,,,,
7439424,,,,,,,,48,,,,,,
7440146,,,,,,,48,,,,,,,
7440516,,,,,,,10,,,,,,,
7441152,,,,,57,,44,,44,,,,,
7441886,,,,,,,86,,,,,,,
7442842,,,,,,,,,10,,,,,
7443056,,,,,78,,16,,,,,,,
7443436,,,,,,,73,,,,,,,
7443500,,,,,,,,,59,,,,,
7444144,,,,,,41,41,,,,,,,
7444158,,,,,,,37,,6,,,,,
7444744,,,,,,,,,68,,,,,
7445052,,,,,,,37,,,,,,,
7445796,,,,,,,,,6,,,,,
7446860,,,,,,97,,,,,,,,
7447200,,,,,,,,,75,,,,,
7449572,,,,,,,,,60,,,,,
7449954,,,,,,,47,47,,,,,,
7450394,,,,,,,,,58,,,,,
7450506,,,,,34,,,,,,,,,
7451440,,,,,,10,10,10,10,,,,,
7452488,,,,,,,96,,,,,,,
7454112,,,,,84,,15,,,,,,,
7454376,,,,,,,82,,,,,,,
7454694,,,,,,,,,7,,,,,
7455034,,,,,,,29,74,55,,,,,
7455066,,,,,,,,,77,,,,,
7455230,,,,,,25,,,,,,,,
7455402,,,,,29,,,44,15,,,,,
7455610,,,,,,,16,,,,,,,
7455614,,,,,,,,,,,,,,12
7455712,,,,,,,15,,,,,,,
7456454,,,,57,,,,,,,,,,
7456872,,,,,,,49,,,,,,,
7456884,,,,,,,,,5,,,,,
7457096,,,,,,,43,,,,,,,
7458514,,,,,,12,2,57,2,,,,,
7459286,,,,,,,52,,,,,,,
7460022,,,,,,,39,,76,,,,,
7460912,,,,,,76,76,,,,,,,
7461806,,,,,,,,19,88,,,,,90
7461904,,6,,,6,,,,,,,,,
7462676,,,17,,25,,9,18,53,,,,,
7462788,,,,,77,,,,,,,,,
7463892,,,,,,,,,34,,,,,
7464084,,,,,,,33,,,,,,,
7464342,,,,,,,98,,,,,,,98
7464386,,,,,,,89,,,,,,,
7464408,,,,,,,55,,,,,,,
7464628,,,,,20,,,,,,,,,
7464670,,,,,,,,,,4,,,,
7465376,,,,,,,85,,,,,,,
7465552,70,,,,,,,,,,,,,
7465628,,,,,16,13,13,,,,,,,
7465900,,,,,,,46,,83,,,,,
7466346,,,,,46,,,,35,,,,,
7466362,,,,,,,,,99,,,,,
7466760,,,,,,,68,,,,,,,
7466942,,,,,,,16,,,,,,,
7467050,,,,,,,92,,84,,,,,
7468534,23,,62,,23,,,,63,,,,,74
7468742,,,,,,,,,74,,,,,
7468862,,,,,,,61,,,,,,,
7469746,2,,,,,,81,,,,,,,
7469952,,,,,,,,,27,,,,,
7470040,,,,,,,,58,,,,,,
7470592,,,,,,,,26,54,,,,,
7470604,,,,,,,,,23,,,,,
7471106,,,,,,61,61,,,,,,,
7471428,,,,,,,,,63,,,,,
7472158,,,,,,,6,8,,,,,,
7472930,,,,,,,,,33,,,,,
7473148,,,,,,,2,,,,,,,
7476096,,,,,,,97,,,,,,,69
7476838,,,,,94,,,,,,,,,
7477096,,,,,,,73,,,,,,,
7477876,,,,,,,78,67,,,,,,
7478266,,,,,,,67,,,,,,,
7479660,,,,,,,,,15,1,,,,
7479852,,15,,,,,,,,,,,,
7479854,,,,,,,34,,,,,,,
7480160,,,,,,,76,,,,,,,
7480622,86,,,,,86,86,,20,,,,,86
7480702,,,,,,,86,,,,,,,
7481300,,,,,,,25,,,,,,,
7481332,,,,43,,,,,,,,,,
7481716,,,,,97,,,,79,,,,,
7481742,,,,,,,,,77,,,,,
7482736,,,,,,,44,,,,,,,
7482778,,,,,,,,83,,,,,,
7483788,,,,,,,16,,,,,,,
7483916,,,,,,,74,,47,,,,,
7485038,,,,,48,,,,,,,,,
7485578,,,,,,,1,,8,,,,,
7485870,,,,,,,,,16,,,,,
7486160,,35,,,,26,,,,,,,,
7486568,,,,,,13,20,,,,,,,
7486602,,,,,,76,37,,,,,,,
7487142,,,,,7,50,7,,,,,,,
7487338,,,,,,,49,21,14,,,,,
7488038,,,,,,,,,,,8,,,
7488210,,,,,,47,,,,,,,,
7488226,,,,,20,,,11,6,,,,,
7488924,,,,,,,62,,,,,,,
7489374,,,,,,,48,,,,,,,
7489634,,,,,,29,29,,,,,,,89
7489646,,,,,15,,,,4,,,,,
7489650,,,,,87,,,,87,,,,,
7490906,,,,,,,2,,59,,,,,
7490936,,,,,,,,22,23,,,,,
7491056,,,,,,,62,,,,,,,
7491278,,,,,,,,29,,,,,,
7491928,,,,,,83,4,,4,,,,,
7492570,,,,,,,,,25,,,,,
7492824,,,,,,,72,,73,,,,,
7493286,,,,,,,53,,,,,,,
7493622,,,,,,,20,,,,,,,
7493748,,,,,13,,,26,1,,,,,
7494608,,,,,39,,,,,,,,,
7495182,,,,,,,6,,,,,,,
7495198,,,,,,,13,,,,,,,
7495328,,,,,,,14,,,,,,,
7495948,,,,,,13,5,,53,,,,,
7495994,,,,,,,,57,,,,,,
7496560,,,,,,,,3,,,,,,
7496632,,,,,,,24,,,,,,,
7497012,,,,,,,,77,,,,,,
7497048,,,,,25,,43,8,,,,,,
7497980,,,,,43,,,2,2,,,,,
7498296,,,,,,,83,,,,,,,
7499936,,,,,,,,,22,,,,,
7499942,,,,,,,70,,,,,,,
7500306,,,,,,,,,95,,,,,
7500372,,,,,,,19,,22,,,,,
7500748,,,,,,,35,,,,,,,
7501960,,,,,,,,73,,,,,,
7502054,,,,,,,8,,,,,,,
7502132,,,,,,,75,1,8,,,,,
7502966,,,,,,,,71,,,,,,
7503276,,,,,,77,76,,,,,,,
7504376,,,,,41,,,,,,,,,
7504646,,,,,,,13,,,,,,,
7505004,,,,,,53,,5,17,,,,,
7505360,,,,,78,,,,,,,,,
7505674,,,,,,,,,,23,,,,
7506082,,,,,,,76,,,,,,,
7506596,,,,,69,,48,,,,,,,
7506786,,,,,,,92,,100,,,,,
7506812,,,,,,,,,96,,,,,
7506852,,,,,,,8,,,,,,,
7507600,,,,,,,,,2,,,,,
7508760,,,,,,,67,,,,,,,
7509814,,,,,,,32,,,,,,,
7510228,,,,,,,,,7,,,,,
7510260,,,,,28,,,,,,,,,
7510636,,,,,85,,,,,,,,,
7510906,,,,,72,72,,,,,,,,
7511220,,,,,,,,,18,,,,,44
7511226,,,,,32,,,,,,,,,
7511856,,,,,,,2,,2,,,,,
7512924,,,,,,,,,64,,,,,
7513688,,,,,21,,,,,,,,,
7514184,,,,,18,,,,,,,,,
7514446,,,,,,,88,,1,,,,,
7514888,,,,,,,40,,,,,,,
7516710,,,,,,,,1,,,,,,
7517150,,,,,,43,43,,,,,,,
7518030,,,,,81,,,,,,,,,
7518474,,,,,69,,31,,,,,,,
7518960,,,,,,,52,,,,,,,
7519288,,,,,,12,34,,,,,,,
7519460,,,,,,,98,,,,,,,
7519588,,,,,,49,49,,,,,,,
7519682,,,,,75,,,,,,,,,
7521228,,,,,,,9,,,,,,,
7521300,,,,,,,,3,,,,,,
7521550,,,,,,,37,,50,,,,,
7521628,,,,,,,38,,,,,,,
7522014,,,,,,,3,,,,,,,
7522114,,,,,,,,,55,,,,,
7524028,,,,,58,,,,,,,,,
7524098,,,,,,,,,96,,,,,
