user,browse_search,carousel,deeplink,feeds,flash_sale,Misc,obsessions,saved_search,search,shop_browse_categories,shop_browse_designers,shop_browse_new_arrivals,shop_browse_sale,ymal
6731320,,,,,,,,,86,,,,,
6731364,,,,,,,38,,,,,,,
6732760,,,,3,,58,3,,,,,,,
6733262,,,,,,,15,,,,,,,
6733942,,,,,,,51,,,,,,,
6734406,,,,,,,,,67,,,,,
6734866,,,,,,,31,,,,,,,
6735174,,,,,85,,,,,,,,,
6735590,,,,,,,74,,,,,,,
6735682,,,,,28,,28,,,,,,,
6735728,,,,,77,,63,,,,,,,
6736074,,,,,,,,40,,,,,,
6736488,,,,,63,,63,,,,,,,
6736790,,,,,,22,6,,22,,,,,22
6736974,,,,,,,53,,,,,,,
6736998,,,,,,,,,13,,,,,
6737702,,,,,,25,25,25,71,,,,,
6737900,,,,,,,,,21,,,,,
6737990,,,,,,8,42,22,67,,,,,8
6738570,,,,,,,6,,,,,,,
6739022,,,,,,,,,8,,,,,58
6739382,,,,,,,,6,15,,,,,
6740058,71,,75,,,,,,,,,,,
6740716,,,,,,,99,,,,,,,
6741040,,,,,,,,21,73,,,,,
6741080,,,,,44,40,11,,,,,,,
6741190,9,,,,,,,,,,,,,
6741606,,,,,92,,1,,1,,,,,
6741800,,,,,,,73,,,,,,,
6741898,,,,,88,,1,84,,,,,,84
6741926,,,,,,,,,25,,,,,
6742082,,,,,13,,,,,,,,,
6742138,,,,,92,,,15,,,,,,
6742184,,,,,,,65,,,,,,,
6742394,,,,,26,,,,,,,,,
6743240,,,,,,60,9,,62,,,,,
6744124,,,,,,,42,,,,,,,
6744302,,,,,,,87,,,,,,,
6744474,,,,,,,39,,,,,,,
6744662,,,,,,,,,67,,,,,
6744826,,,,,36,,66,66,,,,,,
6745742,,,,,,,13,,,,,,,
6745940,,,,,,,70,,,,,,,
6746040,69,,,,,,13,,,,,,,
6746046,,,,,,,10,17,,,,,,
6746914,,,,,,,,19,13,,,,,
6747544,,,,,48,,,,,,,,,
6748158,,,,,17,,17,,64,,,,,
6748324,,,,,,,67,,,,,,,
6748966,,,,,,,36,,,,,,,
6749828,,,,,,,86,,,,,,,
6752078,,,,,,,10,,,,,,,
6752104,,,,,,,,56,,,,,,
6752508,,,,,,,,,43,,,,,
6753952,,,,,25,,,,50,,,,,
6754520,,,,,74,,,2,4,,,,,
6754860,,,,,,,,3,95,,,,,
6755508,,,,,,,,51,,,,,,
6755618,,,,,,,48,,48,,,,,
6755868,,,,,,28,40,,29,,,,,
6756026,48,,43,,,,,,,,,,,65
6756484,,,,,,,76,56,,,,,,
6756580,,,,,,1,9,,,,,,,
6756676,,,,,,,13,,,,,,,
6756910,27,,,,,,,,,,,,,
6757048,,,,,44,,,,,,,,,
6757312,,,,,,,,,94,,,,,
6757534,51,,,,,51,,,,,,,,
6757888,,,,,,,27,,,,,,,
6758344,,,,,35,,47,,,,,,,
6758708,,,,,,,11,,,,,,,
6759330,,,,,,,29,,,,,,,
6759480,,,,,,,90,,,,,,,
6761170,,,,,12,,99,,,,,,,
6761900,,,,,,,,,50,,,,,
6762496,,,,,,,14,,14,,,,,
6762682,,,,,,,36,,,,,,,
6763222,,,,,,,84,,84,,,,,
6763306,,,,,,,,,51,,,,,
6764586,,,,,,,,,,,,,20,
6765496,,,,,,,42,,86,,,,,42
6765498,,,,,,,,59,,,,,,
6766846,,,,,,,9,,,,,,,
6767306,,3,,,3,,,,58,,,,,
6767596,,,,,19,,,,,,,,,
6768358,,,,,,19,9,,30,,,,,
6768434,,,,,,,,,22,,,,,
6769638,,,,11,,,75,,,,,,,
6769794,,,,,29,,29,,16,,,,,
6769966,,,,,39,,4,39,39,,,,,
6770090,,,,,,,,,35,,,,,
6771296,,,,,,,67,,,,,,,
6773238,,,,,55,,14,2,,,,,,55
6773764,,,,,13,,7,,,,,,,
6773826,,,,,,,17,,,,,,,
6774348,,,,,,,,5,,,,,,
6774682,,,,,,,28,62,,,,,,
6775348,,,,,,,34,,,,,,,
6775378,,,,,,,,5,41,,,,,
6776120,,,,,,,,,66,,,,,
6776760,,,,,,,46,,,,,,,
6776968,,,,,35,,,,,,,,,
6777470,,,,,,,34,,51,,,,,
6777520,,,,,41,,4,44,59,,,,,
6778996,,,,,31,,,,,,,,,
6779500,,,,,,,,,87,,,,,
6779796,,,,,,,59,,,,,,,
6779906,,,,,,95,,,,,,,,
6780142,,,,,1,,,39,2,,,,,8
6780162,,,,,,,49,,,,,,,
6781830,,,,,,,62,43,,,,,,
6782844,,,,,,,,30,,,,,,
6783884,,,,,,,,24,,,,,,
6784638,,,,,,,42,,,,,,,
6785694,,,,,55,,38,,,,,,,
6786204,,,,,17,,17,,,,,,,
6786526,,,,,,,25,,,,,,,
6786734,80,,,,1,,,76,,,,,,26
6787132,,,,,,,13,13,13,,,,,
6787542,,,,,,53,,,37,,,,,
6787608,,,,,,71,71,,,,,,,
6787804,,,,,71,,,,,,,,,
6787824,,5,,,53,,,41,5,,,,,
6787872,,,,,,,,,68,,,,,
6787894,,,,,,,29,,,,,,,
6788504,,,,,23,,,,,,,,,
6789168,,40,,,,101,101,,,,,,,
6789308,,,,,,13,17,43,,,,,,
6789806,,,,,33,,3,,3,,,,,
6790048,,,,,,21,21,,30,,,,,
6790154,,,,,,70,70,,,,,,,
6790624,,,,,,,,,100,,,,,
6791260,,,,,,,76,,,,,,,
6791646,,,,,,,100,,,,,,,
6791824,,,,,,,24,,24,,,,,
6792114,,,,,,,,,,,,,,38
6792360,,,,,,20,20,,20,,,,,
6793010,,,,,,,,4,,,,,,
6793340,,,,,9,,,,,,,,,9
6794268,,,,,,,47,11,,,,,,
6796158,,,,,,28,,,,,,,,
6796470,,,,,,,,,68,,,,,
6798402,,6,,,25,,6,,,,,,,
6798640,,,,,41,,,,,,,,,
6798774,,,,,,,40,,,,,,,
6799118,,,,,,,67,,,,,,,
6799206,,,,,66,,,77,,,,,,
6800174,,,,,,,72,,93,,,,,
6800860,,,,,,,1,,15,,,,,
6802106,,,,,,,22,,,,,,,
6802378,,,,,,,,9,,,,,,
6803034,,,,,,,30,,77,,,,,
6803228,,,,,,,25,,,,,,,
6804038,,,,67,92,,88,,,,,,,
6804878,,,,53,95,,20,,60,,,,,
6805078,,,,,,,36,,,,,,,
6805482,,,,,,,3,3,,,,,,
6807022,,,,7,,10,13,,,,,,,
6810498,,,,,,45,,,,,,,,
6811020,,,,16,,,16,,,,,,,
6811740,,,,,,,,66,99,,,,,
6811836,,,,,,,,,7,,,,,
6813638,,,,,,,76,,,,,,,
6816716,,,,,69,44,5,,,,,,,
6818096,,,,,,,,,67,,,,,
6819266,,,,,,,38,,,,,,,
6819994,,,,,,,,,84,,,,,
6820122,,,,,,,,9,47,,,,,
6820792,,,,,,33,33,,,,,,,
6821300,,,,,,,17,,,,,,,
6821770,,,,,,,14,,,,,,,
6822328,,,,,39,,,,,,,,,
6823256,,,,,,,,,81,,,,,
6823366,,,,,,,82,61,,,,,,
6823494,,,,,,,,,,,,,,3
6824530,,,,,,,54,,,,,,,
6824626,,,,,,,,,39,,,,,
6824922,,,,,,,,,58,,,,,
6825794,,,,,,,45,,,,,,,
6826524,,,,,,,13,,,,,,,
6826674,,,,,,,30,,49,,,,,
6827248,,,,,1,,,,,,,,,
6828370,,,,,9,58,43,,,,,,,
6829478,,,,,,,10,,,,,,,
6829872,,,,,,,20,,32,,,,,
6830148,,,,,,,,,73,,,,,
6830388,,,,,,,,80,,,,,,
6830968,16,,,,,,16,,,,,,,
6831068,,,,,37,,,,40,,,,,
6832088,,,,,,,31,,,,,,,
6833630,,,,,,,56,,,,,,,
6833882,,,,,,,,,26,,,,,
6833928,,,,,,,,,16,,,,,
6834322,,,,,,,,20,40,,,,,
6834468,,,,,,,26,19,39,,,,,
6834716,,45,,,,,,28,,,,,,
6835406,,,,,,76,35,,,,,,,
6835518,,,,,,,91,,,,,,,
6835852,,,,,,,,,31,,,,,
6836448,,,,,,,87,,,,,,,
6836482,,,,,,,40,,,,,,,
6836574,,,,,,,,,78,,,,,
6836878,,,,,59,,,,,,,,,
6837052,,,,,,,32,,,,,,,
6837228,,,,,,,20,,,,,,,
6837286,,,,,,,16,,,,,,,
6837386,,,,,,,63,,,,,,,
6837482,,,,,,,85,,85,,,,,
6838026,,,,,,87,87,,99,,,,,
6838786,,,,,6,94,,,36,,,,,36
6839780,,,,,,,27,,,,,,,
6839912,,,,,,,,,15,,,,,
6840050,11,,,,,,,,,,,,,
6840076,,,,,12,,,,,,,,,
6840388,,,,,1,,,,,,,,,1
6840742,,,,,47,,,,,,,,,
6841456,,,,,35,,,,,,,,,
6841572,,,,,,,85,,,,,,,
6841750,,,,,,,72,,,,,,,
6841910,,,,,,,,74,,,,,,
6841938,,,,,,21,14,,14,,,,,
6842642,,,,,,,6,,,,,,,
6842842,,,,,,,,,22,,,,,
6843086,,,,,,,20,,,,,,,
6843106,,,,,,78,45,,78,,,,,
6843354,,3,,,4,,,23,1,,,,,
6844238,,,,,,,,,94,,,,,
6844478,,,,51,,,,,,,,,,
6844604,0,,,,4,,,,,4,,,,21
6845092,,,,,,,12,,25,,,,,
6845116,,,,,,,84,84,,,,,,
6845762,,,,,,,,70,,,,,,
6846370,,,,,,,,,87,,,,,
6847060,,,,,,,24,,58,,,,,
6847734,,,,,,,15,,100,,,,,
6848444,,,,,49,,66,,66,,,,,
6849062,,,,,,,,69,,,,,,
6849076,,,,,,,80,,,,,,,
6850650,101,,,,,,,,,,,,,
6850670,,,,,,85,,,,,,,,
6850680,,,,,,,25,,,,,,,
6852336,,,,,41,,,,,,,,,
6852370,,,,,13,,17,,,,,,,
6852498,,,,,53,,33,,,,,,,
6852718,,,,,,,,,85,,,,,
6853082,7,,,,,,,,,,,,,
6853928,,,,,,,,30,,,,,,
6854200,,,,,,,,,85,,,,,
6854278,,,,,,,72,,,,,,,
6854560,,,,,,15,15,,,,,,,
6855110,,,,,75,,,,,,,,,
6855668,,,,,,,3,,,,,,,
6856096,18,,,,,,,,,,,,,
6856168,,,,,25,,,5,11,11,,,,
6856756,,,,,,,82,,,,,,,
6857366,,,,,,,19,,,,,,,
6857432,,,,,,,46,,22,,,,,
6857906,,,,,,,,7,84,,,,,
6860168,,,,6,,,27,,,,,,,
6860276,,,,,,,1,,,,,,,
6862160,,,,,,,,,,5,,,,
6862240,,,,,,,,,,14,,,,
6863668,,,,,76,,,,35,,,,,
6864526,,,,,5,,,,,,,,,
6865124,,,,,,,88,,,,,,,
6865412,,,,,,,53,,,,,,,
6865710,,,,,29,,,,29,,,,,
6867678,,,,,36,,,,,,,,,36
6868094,,,,,,,41,,,,,,,
6869352,,,,,,,66,,,,,,,
6870326,,,,,,,63,,,,,,,
6870480,,,,,,,26,,,,,,,
6870492,,,,,43,,2,,2,,,,,
6871040,,,,,,,,,92,,,,,
6871194,,,,,,,43,,,,,,,
6872084,,,,,,77,71,,,,,,,
6872652,,,,,,,,47,,,,,,
6872856,,,,,,,,,2,,,,,
6872898,,,,,,,,,2,,,,,
6873130,,,,,,,,,,,,,,48
6873506,,,,,,,2,,,,,,,
6874452,,,,,,,,20,,,,,,
6875380,,,,,,8,8,,,,,,,
6875586,,,,,,,,,45,,,,,96
6875782,,,,,,,35,,,,,,,
6877602,,,,49,,,28,,,,,,,
6877780,,,,,,65,12,,,,,,,
6878396,,,,,,,,22,35,,,,,
6878584,,,,,,70,70,,,,,,,
6878834,,,,44,,,,,,,,,,
6879176,6,,,,,,,,,,,,,
6879406,,,,,,,,6,,,,,,
6880408,,,,,,,44,,44,,,,,
6880908,,,,,,,,3,20,,,,,
6881074,,,,,,58,16,,,,,,,
6881986,,,,,,76,77,,,,,,,
6882184,,,,,,,,,19,,,,,
6882508,,,,,,,41,,,,,,,
6883008,10,,,,,,,,,,,,,
6884310,,,,,,48,48,,,,,,,
6884982,,,,,,,,2,2,,,,,
6885322,,,,,,,,,,,,,,67
6886032,,,,,,,76,,,,,,,
6886274,,,,,,17,5,,79,,,,,
6886326,,,,,,,8,,86,,,,,
6886620,,,,32,,,,,,,,,,
6887008,,,,,,,3,,,,,,,
6887040,,,,,,,,13,13,,,,,
6887488,,,,,,,13,,,,,,,
6887868,,,,,,,,,90,,,,,84
6887926,41,,,,,,,,,,,,,
6888798,,,,,,,18,,,,,,,
6889516,,,,,68,,71,65,71,,,,,
6890698,,,,,,,,,31,,,,,
6891630,,,,,,,63,,,,,,,
6892860,,,,,,,51,,,,,,,
6893900,,,,,,,41,,,,,,,
6894550,,,,,,,79,35,35,,,,,
6894748,,,,,,,,,36,,,,,
6895132,,,,,,,,,95,,,,,
6896360,,,,,,,25,,,,,,,
6896582,,,,,,,48,,,,,,,
6896688,,,,,12,,,26,7,,,,,
6896700,,,,,,,45,,17,,,,,
6897138,,,,,,,59,,45,,,,,
6899684,,,,,,,30,,,,,,,
6900230,,,,,,,,80,99,,,,,
6901228,,,,,,,,,,,,,,90
6901638,,,,,,,46,,,,,,,
6902100,,,,,,,41,,,,,,,
6902390,,,,,,,3,,,,,,,
6902408,,,,,,,13,,,,,,,
6902528,,,,,,,,,69,,,,,
6904046,,,,,,,,,85,,,,,
6904886,,,,,,,,,100,,,,,
6904954,,,,,,,58,,,,,,,
6905404,,,,,80,,61,,,,,,,
6905672,,,,,,,100,,,,,,,
6906300,,,,,,,72,,94,,,,,
6906618,,,,,,,74,,29,,,,,
6908478,,,,,15,15,15,,90,,,,,
6908828,,,,,,85,57,,,,,,,
6909726,,,,,,,32,,30,,,,,
6909816,,,,,,,55,,,,,,,
6910248,,,,,,,,,76,,,,,
6910258,,,,,,,,,89,,,,,
6910344,,,,,,,,,13,,,,,
6910824,,,,,45,,,,,,,,,
6911156,,,,,,,15,,15,,,,,
6911898,,,,,25,,40,,37,,,,,
6912150,,,,,79,,15,,,,,,,
6913664,2,,,,,,,39,,,,,,
6914454,,,,,,,68,,,,,,,
6914832,,,,,,,,,10,,,,,
6915780,,,,,,,99,,,,,,,
6916328,,,,,,,4,,,,,,,
6916354,,,,,,,37,,,,,,,
6916816,,,,,26,89,30,,4,,,,,
6917082,,,,,,,29,,,,,,,
6917652,,,,,,,13,,,,,,,
6919878,,,,,,,98,,,,,,,
6920300,,,,,,,,,6,,,,,
6920342,,,,,,,25,,,,,,,
6920382,,,,,,,45,,,,,,,
6921076,30,,,,,,28,,,,,,,
6921248,,,,9,22,28,,,,,,11,,71
6921376,,,,,,,16,16,88,,,,,
6923392,,,,,,,16,,,,,,,
6923902,,,,,,,49,,6,,,,,
6925150,,,,,,,6,,94,,,,,
6925196,,,,,53,13,39,,,,,,,
6926058,,,,,16,,,28,30,,,,,
6928944,,,,,,,95,,,,,,,
6929066,,,,,,84,30,,30,,,,,
6929730,,,,,,19,19,,,,,,,
6930350,,,,,,,,,3,,,,,
6930926,,,,,,,,13,13,,,,,
6933332,,,,,71,,,,,,,,,
6933584,,,,,,,,,12,,,,,
6933892,,,,,,,94,,,,,,,
6934734,32,,,,,,,,,,,,,
6934744,,,,,,,9,,,,,,,
6936370,,,,,,,,,33,,,,,
6936670,,,,,90,,,,90,,,,,
6937020,,,,,,,38,,,,,,,
6937168,,,,,,,36,,,,,,,
6937214,,,,,,,,,28,,,,,
6937604,,,42,,23,,23,23,23,,,,,23
6938400,,,,,,,,,88,,,,,
6939296,,,,,,,,,59,,,,,
6939860,,,,,,80,5,68,5,,,,,
6941182,,,,,,,71,,,,,,,
6941380,,,,,,,,8,,,,,,
6941832,,,,,18,,99,3,76,,,,,
6941842,,,,,,,,,90,,,,,
6941888,,,,,,,,,10,,,,,
6942090,,,,,,,,14,,,,,,
6943524,84,,,,,,,,,,,,,
6947070,,,55,,,,,,,,,,,
6947750,,,,,,,11,,11,,,,,
6948136,,,,,52,,,,,,,,,
6948170,,,,,,,,,23,,,,,
6949216,,,,,51,,17,,,,,,,54
6949218,,,,,,,2,,,,,,,
6949414,,,,,41,,,,,,,,,
6950506,,,,,,,7,,,,,,,7
6950730,,,,24,,,15,,,,,,,
6951196,,,,,,35,52,,,,,,,
6951394,,,,,,,,10,16,,,,,
6951406,,,,,,,41,,65,,,,,
6952202,,,,,,29,29,,,,,,,
6952820,95,,,,,,33,,95,,,,,
6953678,,,,,,,58,,,,,,,
6956826,,16,,,37,,,,15,,,,,15
6957368,,,,,26,,13,,,,,,,
6958630,,,,,19,,,,,,,,,
6958984,,,,,,,,8,12,,,,,
6959204,,,,,,,5,,,,,,,
6960046,,,,,,,23,,,,,,,
6960936,,,,,65,,,,,,,,,
6961848,,,,57,,57,,,,,,,,
6961862,,,,,,,23,,,10,,,,
6962328,,,,,,,,,40,,,,,
6962688,,,,,,1,,,,,,,,
6963082,,,,,97,,41,,,,,,,
6963432,,,,,,,,10,,,,,,
6963916,,,,,,,10,,,,,,,
6965420,,,,,41,,,,,,,,,
6966122,,,,,,,,58,,,,,,
6966144,,,,,,,10,,,,,,,
6966560,,,,,,,73,,,,,,,
6968270,,,,,,35,35,,,,,,,93
6968274,46,,,,,,74,,,,,,,
6968982,,,,,,,,24,24,,,,,
6969302,,,,,66,,,,,,,,,
6969584,,,,,,70,70,,,,,,,
6970124,,,,,,,3,,,,,,,
6970198,,,,,,,,,10,,,,,
6971010,,,,,,,56,,,,,,,
6971854,,,,,98,,,,65,,,,,
6972016,2,,,,,,,,,,,,,
6973428,,6,,,,,25,,,,,,,
6973600,,,,,,,15,,,,,,,
6974068,,,,,,,,63,14,,,,,
6974294,,,,,,,33,,,,,,,
6974676,,,,,,,47,,,,,,,
6975288,,,,,,,,,65,,,,,
6975380,,,,15,22,,43,66,22,,,,,23
6975718,,,,,,79,,,,,,,,
6976650,,,,,,,17,,17,,,,,
6977032,,,,,9,,,,,,,,,
6977866,,,,,,,,59,,,,,,
6978282,,,,,,,17,,,,,,,
6979960,,,,,45,,,,,,,,,
6979972,23,,,,,,,,,,,,,
6980074,,,,,,,,,21,,,,,
6980112,,,,,,,22,,,,,,,
6980306,,,,,,,,,74,,,,,
6980708,,,,,,58,,,,,,,,
6980994,3,,,,101,,,43,,,,,,
6981158,,,,,,,19,63,,,,,,
6981768,,,,,11,,88,,,,,,,
6982740,,,,,,,2,,,,,,,
6983718,,,,,,,,,99,,,,,
6983854,,,,,,23,17,29,,,,,,17
6985380,49,,,,,,,,,,,,,48
6985498,,,,,,,20,,20,,,,,
6986154,,,,,,,12,,11,,,,,
6986688,14,,,,75,,,63,23,,,,,
6987826,,,,,,,,,38,,,,,
6987902,,,,,,,,,6,,,,,
6988144,,,,,,,,4,,,,,,
6988330,,,,,,,11,,,,,,,
6989576,,,,41,,,,,,,,,,
6990122,,,,,,15,15,,,,,,,
6990306,,,,,,,,,39,,,,,
6990616,,,,,69,,13,,,,,,,
6990690,,,,,,,,,13,,,,,13
6991130,18,,,,,,18,,,,,,,
6991144,,,,,,,13,,22,,,,,
6991896,,,,,,,100,,,,,,,
6992618,,,,,,,50,,,,,,,
6992908,,,,,,,,87,,,,,,
6994332,9,,,,,,,,,,,,,
6994618,,,,,,19,19,,43,,,,,1
6996006,,,,47,37,39,39,,39,,,,,43
6996510,,,,,,57,57,,,,,,,
6996754,,,,,,,83,,,,,,,
6996776,,,,,,,,,59,,,,,
6997594,,,,,57,,,,50,,,,,
6997954,,,,,,,98,,,,,,,
6997988,,,,,,,41,,,,,,,
6998160,,,,,,,,,86,,,,,
6998314,,,,,,,75,,,,,,,
6998430,,,,,,,,20,,,,,,
6998724,,,,,,,2,,,,,,,
6999092,,,,,,,8,,,,,,,
6999270,,,,,,,2,,,,,,,
6999548,,,,,,,17,,,,,,,
7000036,,,,,,33,33,,,,,,,
7000794,,,,,,,12,,,,,,,
7000818,,,,,,,90,,,,,,,
7001044,,,,,,,,,97,,,,,
7001764,,,,,41,,,,,,,,,
7002210,,,,,,,,,72,,,,,
7002508,,,,,,,,,,,,,,12
7002514,,,,,68,,,,,,,,,
7002628,,,,,,,,,,6,,,,
7002736,,,,,,,20,50,37,,,,,
7003010,,,,,,,,,50,,,,,
7004274,,,,,,,,4,4,,,,,
7004282,,,,,,,70,,,,,,,
7004386,,,,,,,1,,,,,,,
7006560,,,,,97,41,8,19,13,,,,,
7006932,,,,,38,,14,,36,,,,,
7007394,,,,,76,,60,,60,,,,,
7008020,,,,,,,,,8,,,,,82
7008626,,,,,46,,,,,,,,,
7008726,,,,,41,,,,45,,,,,
7008930,50,,,,35,,,78,,,,,,78
7009984,,,,,,,8,,,,,,,
7010452,,,,,8,,,,,,,,,
7010638,,,,,68,5,5,2,18,,,,,
7010748,,,,,,,,,68,,,,,
7012524,,,,,,,,,29,,,,,
7016218,,,,,41,,,76,85,,,,,
7016602,,,,,,,41,,41,,,,,
7016784,,,,,90,,,,,,,,,
7016828,,,,,61,,,,61,,,,,
7017774,,,,,76,32,32,,2,,,,,
7018082,,,,,,,19,,,,,,,
7018832,,,,,,66,66,,,,,,,
7020074,,,,,,,13,,,,,,,
7020638,50,,,,,,,,,,,,,
7020806,,,,75,,,68,28,35,,,,,56
7021568,,,,,,,25,,,,,,,
7021664,,,,,,,13,,13,,,,,
7022662,,,,,,,5,,,,,,,
7023148,,,,,,,27,12,94,,,,,
7023562,,,,,,38,25,,50,,,,,72
7024386,,,,,,,98,,,,,,,
7026326,,,,,23,,,,,,,,,
7026464,,,,,,,57,,,,,,,
7027598,,,,,,,,,11,,,,,
7028316,,,,,,,14,,,,14,,16,
7028676,,,,,,,95,,19,,,,,
7028776,65,,,,67,,,,57,,,,,65
7028982,,,,,,,57,,,,,,,
7029678,,,,,,,35,,,,,,,
7031092,,,,,,,72,,,,,,,
7031574,,,,,,6,6,35,21,,,,,21
7031632,,,,13,,,,,,,,,,
7032690,,,,,,71,71,,,,,,,
7033492,,,,,,,,,49,,,,,
7034216,,,,,95,,,,,,,,,
7035076,,,,,,,,,52,,,,,
7036098,,,,,,,15,,,,,,,
7036652,,,,,,,67,,,,,,,
7037310,,,,,97,,36,,36,,,,,
7037534,,,,,,,,,23,,,,,
7037726,,,,,,,86,,51,,,,,
7038928,99,,,,49,49,49,,,,,,,
7039840,,,,,,,18,,,,,,,
7040254,,,,,,,,,9,,,,,
7040978,,,,,,35,35,,,,,,,
7041514,,,,,,,,,,,,,,25
7042000,,,,,,23,20,,15,,,,,
7042042,,,,,,,3,,,,,,,
7042452,,,,,30,61,44,84,83,,,,,12
7043718,,,,,,43,8,,,,,,,
7044262,,,,,78,9,5,,,,,,,77
7044402,,,,,66,,,,,,,,,
7045220,99,,,,23,,18,2,18,,,,,23
7045496,,,,,,,79,,,,,,,
7045708,,,,,,,79,,,,,,,
7046928,,,,,,,,,72,,,,,
7048150,,,,,,,36,,,,,,,
7048482,,,,,,,,,12,,,,,
7049276,,,,,57,,,,,,,,,
7049550,12,,,,,,,4,,,,,,
7050182,54,,,,,,,,,,,,,
7050678,,,,,,,,70,46,,,,,
7051570,,,,,,,,,88,,,,,
7051608,,,,,,,63,34,,,,,,
7051642,,,,,,22,21,,,,,,,
7051702,,,,,,,6,,,,,,,
7051928,,,,,,,22,,,,,,,
7051940,,,,,,,37,,,,,,,
7054110,,,,,,,8,,,,,,,
7054122,,,,,,,,,67,,,,,
7055588,,,,,,,,,42,,,,,
7055894,,,,,,,,,6,,,,,
7055946,,,,,,,19,,,,,,,
7056196,,,,,,,,,58,,,,,
7058046,,,,,,59,59,59,,,,,,
7058974,,,,,38,,,,,,,,,
7059208,,,,,,,,67,,,,,,
7060372,,,,,,,10,,,,,,,87
7060550,,,,,,,,50,,,,,,
7060552,,,,,,,,,25,,,,,
7062962,,,,,,,,,1,,,,,
7063552,,,,,,,68,,,,,,,
7063624,,,,,,,54,,,,,,,
7063646,27,,,,,,,,,,,,,
7064660,,,,,,,,,87,,,,,
7066062,,,,,,,,,,,,,,48
7066408,,,,,,,,,21,,,,,
7066636,,,,,86,,,,,,,,,
7066952,,,,,,,5,,,,,,,
7067742,,,,,,,,,,,,,,86
7068006,,,,,,,10,,,10,,,,
7068014,,,,,,,5,,85,,,,,
7068044,26,,,,,,26,,,,,,,
7068648,,,,,76,,,,,,,,,
7068960,,,,,,66,66,,,,,,,
7070422,,,,,,,16,,16,,,,,
7070810,,,,,,,,,12,,,,,
7071314,,,,,52,,,,49,,,,,
7073980,,,,,,,,,4,,,,,
7075192,,,,,78,,29,,,,,,,
7075686,,,,,,,,,28,,,,,
7075698,,,,,,,23,,64,,,,,
7077352,,,,,49,88,88,,,,,,,
7078828,,,,,,,18,,,,,,,
7078860,,,,,,,,,38,,,,,
7078980,,,,,,,31,12,,,,,,
7078994,,,,,,,,,52,,,,,
7079262,,,,,,,67,52,,,,,,
7079410,,,,,13,,,,,,,,,
7081054,,,,,,,78,,,,,,,
7081352,,,,,,,29,,,,,,,
7081420,,,,,,,,,90,,,,,
7081998,,,,,,,,,80,,,,,
7082694,71,,,,,,,,71,,,,,
7084256,,,,,56,,4,,22,10,,22,,
7084436,,,,,,,69,,52,,,,,
7084976,,,,,,31,8,,60,,,,,
7085092,,,,,,,39,,,,,,,
7086694,,,,26,,,,,,,,,,
7089584,,,,,,,8,,50,,,,,
7089646,,,,,,18,18,26,26,,,,,
7090314,,,,,,,50,,,,,,,
7090738,97,,,,,,,,,,,,,
7091038,93,,,,,,,,,,,,,
7092504,,,,,7,,2,,,,,,,
7092806,,,,,,,35,,30,,,,,
7095030,,,,,,,,,86,,,,,
7095110,,,,,,,13,,,,,,,
7095446,,,,,,,,,99,,,,,
7095972,,,,,,,4,,,,,,,
7096448,,,,,,,10,,,,,,,
7097778,,,,,,,84,,,,,,,
7097954,,,,,35,,,,,,,,,
7098036,,,,,56,,,,,,,,,
7098134,,,,,41,,72,,,,,,,
7098828,,,,,,,9,,,,,,,
7099090,,,,,,,2,,,,,,,
7099210,,,,,,,28,,74,,,,,
7099440,,,,,,6,5,,6,,,,,
7099564,,,,,,,28,,,,,,,
7099818,,,,,,,79,,,,,,,
7099844,,,,,,,,,41,,,,,
7100006,49,,,,,,,,,,,,,
7100330,,,,,,,,,34,,,,,
7100646,,,,,,,49,,,,,,,
7103302,,,,,79,,,,4,,,,,
7103712,,5,,,8,,10,,,,,,,
7103958,,,,,72,,,,,,,,,
7104056,,,,,,,92,,,,,,,
7104158,,,,,,,12,,,,,,,
7105168,,,,,,,61,,13,,,,,
7106916,,34,,,,,,,,,,,,
7107596,,,,13,74,76,74,,,,,,,
7108078,,,,,,,53,,,,,,,
7108236,,,,,,58,58,,,,,,,
7110152,,,,,,,5,,5,,,,,
7110678,,,,,,,13,,,,,,,
7111510,,43,,2,8,1,1,43,1,,,,,1
7111736,,,,,,,,,92,,,,,
7112550,,,,,,,22,,,,,,,
7113250,,,,,100,,,,,,,,,
7114148,,,,,,,3,,,,,,,
7114328,,,,,,,,,54,,,,,
7114374,,,,,,,,74,84,,,,,48
7114686,,,,,,,76,,,,,,,
7114930,,,,,,,13,,,,,,,
7115418,,,,,,,,2,,,,,,
7116310,,,,,,,38,,,,,,,
7116688,,,,,,,45,,45,,,,,
7117132,,,,,,,,2,9,,,,,
7117290,,,,,,,,,22,,,,,
7117340,,,,,,,7,,,,,,,
7117690,,,,,11,,,,,,,,,
7117696,,,,,20,,11,,,,,,,3
7117996,,,,,,30,30,,,,,,,
7118740,,,,,,,16,,,,,,,
7118828,,,,,,,,,20,,,,,15
7118904,,,,,,,,,87,,,,,
7119320,49,,,,,49,49,,,,,,,
7119838,,,,,,56,39,,,,,,,
7119986,,,,,,29,5,,29,,,,,
7120804,,,,,,,44,,,,,,,
7121214,,,,,,,,,91,,,,,
7121520,,,,,,25,25,,,,,,,
7121972,,,,,,,20,,,,,,,
7123084,,,,,,41,,20,4,,,,,
7124120,,,,,,,24,,,,,,,
7124588,,,,,,,73,,,,,,,
